11108,晒缯涌站	2211,大东门(中山三路)站2 
11822,绿村村委站	2716,芳村客运站2 
11821,国防技校站	2716,芳村客运站2 
11820,国防技校站	2716,芳村客运站2 
11818,墩塘桥站	2716,芳村客运站2 
20008,东涌	2716,芳村客运站2 
20143,黄阁汽车城	2716,芳村客运站2 
20116,蕉门	2716,芳村客运站2 
20142,黄阁	2716,芳村客运站2 
20129,金洲	2716,芳村客运站2 
20048,天河客运站	2716,芳村客运站2 
20011,五山	2716,芳村客运站2 
11793,禺秀园站	2716,芳村客运站2 
11790,三德路口站	2716,芳村客运站2 
11789,深沙村站	2716,芳村客运站2 
11786,同乐村站	2716,芳村客运站2 
11781,潭山村站	2716,芳村客运站2 
11779,西山村站	2716,芳村客运站2 
11778,应塘坊站	2716,芳村客运站2 
11777,化龙公园站	2716,芳村客运站2 
11775,颐养院站	2716,芳村客运站2 
11758,星域动漫科技城站	2716,芳村客运站2 
11756,东沙村站	2716,芳村客运站2 
11755,海滨大厦站	2716,芳村客运站2 
20017,体育中心	2716,芳村客运站2 
20073,杨箕	2716,芳村客运站2 
20019,体育西路	2716,芳村客运站2 
57,志诚大道东站	2716,芳村客运站2 
56,纸厂总站①	2716,芳村客运站2 
20006,东山口	2716,芳村客运站2 
17,庄埔路口站	2716,芳村客运站2 
5,竹料总站②	2716,芳村客运站2 
20094,烈士陵园	2716,芳村客运站2 
20024,农讲所	2716,芳村客运站2 
1570,镇龙邮局站	2716,芳村客运站2 
1569,镇龙邮局站	2716,芳村客运站2 
1562,镇龙水厂站	2716,芳村客运站2 
20022,公园前	2716,芳村客运站2 
20121,西门口	2716,芳村客运站2 
193,珠江村站	2716,芳村客运站2 
192,珠江村站	2716,芳村客运站2 
20140,黄沙	2716,芳村客运站2 
20131,长寿路	2716,芳村客运站2 
20132,陈家祠	2716,芳村客运站2 
20113,芳村	2716,芳村客运站2 
174,珠村站	2716,芳村客运站2 
20111,花地湾	2716,芳村客运站2 
2763,枫下二社站	2716,芳村客运站2 
2757,风正街站	2716,芳村客运站2 
20039,坑口	2716,芳村客运站2 
20118,西朗	2716,芳村客运站2 
12842,石基二中	2716,芳村客运站2 
12843,石基二中	2716,芳村客运站2 
12845,石基二中	2716,芳村客运站2 
12846,石基二中	2716,芳村客运站2 
12847,石基二中	2716,芳村客运站2 
20080,永泰	2716,芳村客运站2 
20034,同和	2716,芳村客运站2 
20013,京溪南方医院	2716,芳村客运站2 
20078,梅花园	2716,芳村客运站2 
20095,燕塘	2716,芳村客运站2 
12457,北海村水果批发市场	2716,芳村客运站2 
11754,长坦村口站	2716,芳村客运站2 
11753,长坦总站	2716,芳村客运站2 
11752,海傍桥站	2716,芳村客运站2 
11751,北斗渡口(榄灵路)站	2716,芳村客运站2 
11744,西村工业区站	2716,芳村客运站2 
11742,古东牌坊站	2716,芳村客运站2 
11735,大刀沙村委站	2716,芳村客运站2 
20029,华师	2716,芳村客运站2 
20056,岗顶	2716,芳村客运站2 
20105,石牌桥	2716,芳村客运站2 
20020,体育西路	2716,芳村客运站2 
20097,珠江新城	2716,芳村客运站2 
20123,赤岗塔	2716,芳村客运站2 
20053,客村	2716,芳村客运站2 
20041,大塘	2716,芳村客运站2 
20086,沥滘	2716,芳村客运站2 
20033,厦滘	2716,芳村客运站2 
11718,大生村委站	2716,芳村客运站2 
11717,合沙村站	2716,芳村客运站2 
11716,张松村桥站	2716,芳村客运站2 
11715,张松工业区站	2716,芳村客运站2 
11714,飞鹰厂站	2716,芳村客运站2 
11712,榄核成校站	2716,芳村客运站2 
11710,顺河路口站	2716,芳村客运站2 
11709,墩塘工业区站	2716,芳村客运站2 
11708,大简中桥站	2716,芳村客运站2 
11707,马克路口站	2716,芳村客运站2 
20046,大石	2716,芳村客运站2 
11702,甘岗村站	2716,芳村客运站2 
20081,汉溪长隆	2716,芳村客运站2 
20058,市桥	2716,芳村客运站2 
20100,番禺广场	2716,芳村客运站2 
20037,嘉禾望岗	2716,芳村客运站2 
20141,黄边	2716,芳村客运站2 
20083,江夏	2716,芳村客运站2 
20115,萧岗	2716,芳村客运站2 
20103,白云文化广场	2716,芳村客运站2 
20101,白云公园	2716,芳村客运站2 
20134,飞翔公园	2716,芳村客运站2 
20003,三元里	2716,芳村客运站2 
20062,广州火车站	2716,芳村客运站2 
20125,越秀公园	2716,芳村客运站2 
3548,明星村委站	2716,芳村客运站2 
3546,明星村口站	2716,芳村客运站2 
3544,明泉街站	2716,芳村客运站2 
20110,纪念堂	2716,芳村客运站2 
20090,海珠广场	2716,芳村客运站2 
5746,金水里西站	2716,芳村客运站2 
5744,金水里东站	2716,芳村客运站2 
10694,鹤泰路中站	2716,芳村客运站2 
20023,公园前	2716,芳村客运站2 
20057,市二宫	2716,芳村客运站2 
20082,江南西	2716,芳村客运站2 
20067,昌岗	2716,芳村客运站2 
20007,东晓南	2716,芳村客运站2 
4809,龙归路口站	2716,芳村客运站2 
3212,棠下村站	2716,芳村客运站2 
20084,江泰路	2716,芳村客运站2 
20031,南洲	2716,芳村客运站2 
20087,洛溪	2716,芳村客运站2 
3191,棠东站	2716,芳村客运站2 
3190,棠东站	2716,芳村客运站2 
20032,南浦	2716,芳村客运站2 
20015,会江	2716,芳村客运站2 
20104,石壁	2716,芳村客运站2 
20061,广州南站	2716,芳村客运站2 
20059,广州东站	2716,芳村客运站2 
12444,番禺奥林匹克花园站	2716,芳村客运站2 
20060,广州东站	2716,芳村客运站2 
20076,林和西	2716,芳村客运站2 
12562,广大麓湖雕塑公园总站	2716,芳村客运站2 
20021,体育西路	2716,芳村客运站2 
20075,林和西	2716,芳村客运站2 
20018,体育中心南	2716,芳村客运站2 
20047,天河南	2716,芳村客运站2 
20138,黄埔大道	2716,芳村客运站2 
20112,花城大道	2716,芳村客运站2 
20049,妇儿中心	2716,芳村客运站2 
20079,歌剧院	2716,芳村客运站2 
20089,海心沙	2716,芳村客运站2 
20124,赤岗塔	2716,芳村客运站2 
20135,魁奇路	2716,芳村客运站2 
20050,季华园	2716,芳村客运站2 
20035,同济路	2716,芳村客运站2 
20108,祖庙	2716,芳村客运站2 
20070,普君北路	2716,芳村客运站2 
20071,朝安	2716,芳村客运站2 
20077,桂城	2716,芳村客运站2 
20030,南桂路	2716,芳村客运站2 
20133,雷岗	2716,芳村客运站2 
20028,千灯湖	2716,芳村客运站2 
20130,金融高新区	2716,芳村客运站2 
20145,龙溪	2716,芳村客运站2 
20114,菊树	2716,芳村客运站2 
20002,万胜围	2716,芳村客运站2 
12488,沙滘站	2716,芳村客运站2 
12485,尚上名筑站	2716,芳村客运站2 
12479,白岗村站	2716,芳村客运站2 
12477,白岗村站	2716,芳村客运站2 
12476,东线路北站	2716,芳村客运站2 
12475,东线路南站	2716,芳村客运站2 
12474,东盛路北站	2716,芳村客运站2 
12473,蔗山村口站	2716,芳村客运站2 
12472,东盛路中站	2716,芳村客运站2 
12470,省妇幼保健院站	2716,芳村客运站2 
12464,星辰时代豪庭站	2716,芳村客运站2 
12463,昊龙花园站	2716,芳村客运站2 
12448,蔡二新村(番禺大道北)站	2716,芳村客运站2 
12447,蔡边村(番禺大道北)站	2716,芳村客运站2 
12445,皇冠音响厂站	2716,芳村客运站2 
20119,西朗	2716,芳村客运站2 
20099,琶洲	2716,芳村客运站2 
20065,新港东	2716,芳村客运站2 
20107,磨碟沙	2716,芳村客运站2 
12625,大涵村委站	2716,芳村客运站2 
20122,赤岗	2716,芳村客运站2 
12552,中山纪念堂总站	2716,芳村客运站2 
20054,客村	2716,芳村客运站2 
20137,鹭江	2716,芳村客运站2 
20009,中大	2716,芳村客运站2 
20069,晓港	2716,芳村客运站2 
20068,昌岗	2716,芳村客运站2 
20085,沙园	2716,芳村客运站2 
20052,宝岗大道	2716,芳村客运站2 
12486,江兴村站	2716,芳村客运站2 
12482,东盛路北站	2716,芳村客运站2 
12481,东线路南站	2716,芳村客运站2 
12462,奥园广场站	2716,芳村客运站2 
2218,大干围北站	2747,丰乐路站 
2212,大汾田公路口站	2747,丰乐路站 
2199,大布路站	2747,丰乐路站 
826,新村大街二巷站	2747,丰乐路站 
818,辛庄站	2747,丰乐路站 
817,辛庄站	2747,丰乐路站 
772,小坪桥口总站	2747,丰乐路站 
1257,邮政物流中心站	2747,丰乐路站 
1256,邮政物流中心站A	2747,丰乐路站 
1177,迎宾路口站	2747,丰乐路站 
2731,芳盛路(珠江中学)站	2747,丰乐路站 
2726,芳村西塱总站④	2747,丰乐路站 
2694,番禺大桥底站	2747,丰乐路站 
2664,笃学路口站	2747,丰乐路站 
2663,斗塘路站	2747,丰乐路站 
2660,斗塘路西站	2747,丰乐路站 
2657,动物园总站1②a	2747,丰乐路站 
2620,东四路南站	2747,丰乐路站 
2618,东四路北站	2747,丰乐路站 
2578,东圃镇站	2747,丰乐路站 
2571,东圃客运站	2747,丰乐路站 
2570,东圃客运站	2747,丰乐路站 
2314,大坦居委站	2747,丰乐路站 
2286,大埔南一街站	2747,丰乐路站 
2285,大埔南二街站	2747,丰乐路站 
2283,大埔东街站	2747,丰乐路站 
2274,大龙头村站	2747,丰乐路站 
2273,大岭南路站	2747,丰乐路站 
2272,大岭南路站	2747,丰乐路站 
2270,大岭路口站	2747,丰乐路站 
2269,大岭村总站	2747,丰乐路站 
2256,大朗中学站	2747,丰乐路站 
2254,大朗市场站	2747,丰乐路站 
2252,大朗路站	2747,丰乐路站 
2250,大朗火车站站	2747,丰乐路站 
2245,大迳村站	2747,丰乐路站 
2220,大干围中站	2747,丰乐路站 
1360,员村生活区(市六医院)总站	2747,丰乐路站 
1354,员村南街站	2747,丰乐路站 
1352,员村家乐福总站	2747,丰乐路站 
1336,园夏村南站	2747,丰乐路站 
1335,园夏村南站	2747,丰乐路站 
1124,医药中专站	2747,丰乐路站 
1107,叶边村站	2747,丰乐路站 
1087,洋田塘口站	2747,丰乐路站 
1084,洋田村站	2747,丰乐路站 
1073,杨梅岗站	2747,丰乐路站 
1062,羊城花园站(楼巴士)	2747,丰乐路站 
1027,鸦岗路口站	2747,丰乐路站 
878,新丽路站	2747,丰乐路站 
834,新丰路口站	2747,丰乐路站 
829,新村站	2747,丰乐路站 
827,新村大街站	2747,丰乐路站 
607,西湾路南站	2747,丰乐路站 
596,西岭路口站	2747,丰乐路站 
586,西街中站	2747,丰乐路站 
577,西华路尾总站①	2747,丰乐路站 
515,乌冲站	2747,丰乐路站 
514,乌冲站	2747,丰乐路站 
491,文船生活区东区站	2747,丰乐路站 
477,望岗小学站	2747,丰乐路站 
436,外商活动中心站	2747,丰乐路站 
4223,沙尾水闸站	2747,丰乐路站 
717,祥岗社区站	2747,丰乐路站 
715,祥岗后街站	2747,丰乐路站 
712,香雪小学站	2747,丰乐路站 
705,香凝学校站	2747,丰乐路站 
687,贤江路站	2747,丰乐路站 
686,贤江村站	2747,丰乐路站 
670,夏园站	2747,丰乐路站 
657,夏茅大道站	2747,丰乐路站 
640,下南路口站	2747,丰乐路站 
627,西洲北路尾总站	2747,丰乐路站 
626,西洲北路(增槎路口)总站	2747,丰乐路站 
1561,镇龙水厂站	2747,丰乐路站 
1558,镇龙二中站	2747,丰乐路站 
1544,长洲街办站	2747,丰乐路站 
1542,长洲岛小学站	2747,丰乐路站 
1408,云安路站	2747,丰乐路站 
1406,云安路北站	2747,丰乐路站 
4201,沙浦站	2747,丰乐路站 
4200,沙浦站	2747,丰乐路站 
4196,沙洛市场站	2747,丰乐路站 
4195,沙洛市场站	2747,丰乐路站 
4194,沙洛工业园站	2747,丰乐路站 
4193,沙洛工业园站	2747,丰乐路站 
4192,沙洛村总站	2747,丰乐路站 
4191,沙洛村委站	2747,丰乐路站 
4190,沙洛村委站	2747,丰乐路站 
327,天朗明居站	2747,丰乐路站 
3538,民强村站	2747,丰乐路站 
3531,庙头站	2747,丰乐路站 
3530,庙头站	2747,丰乐路站 
3522,棉村站	2747,丰乐路站 
3521,棉村市场站	2747,丰乐路站 
3517,米龙小学站	2747,丰乐路站 
3511,门口岗总站	2747,丰乐路站 
4140,森语大街路口站	2747,丰乐路站 
4139,森语大街路口站	2747,丰乐路站 
370,田心路口站	2747,丰乐路站 
369,田心路口站	2747,丰乐路站 
367,田心村站	2747,丰乐路站 
364,田南路站	2747,丰乐路站 
328,天朗明居站	2747,丰乐路站 
3262,桃园中路站	2747,丰乐路站 
3258,桃园西路北站	2747,丰乐路站 
3254,桃石路站	2747,丰乐路站 
384,亭石北路口站	2747,丰乐路站 
1330,元新街站	2747,丰乐路站 
1308,裕海路站	2747,丰乐路站 
5678,滘心小学站	2747,丰乐路站 
5674,滘心路口站	2747,丰乐路站 
5670,滘心大道站	2747,丰乐路站 
5640,蕉门河社区服务中心站	2747,丰乐路站 
5639,蕉门河社区服务中心站	2747,丰乐路站 
5617,江晓路(晓港湾)站	2747,丰乐路站 
5616,江夏西头大街站	2747,丰乐路站 
5615,江夏西头大街站	2747,丰乐路站 
5614,江夏锁厂站	2747,丰乐路站 
5613,江夏锁厂站	2747,丰乐路站 
5612,江夏牌坊总站	2747,丰乐路站 
5611,江夏九社站	2747,丰乐路站 
5610,江夏九社站	2747,丰乐路站 
5609,江夏大塘大街站	2747,丰乐路站 
5608,江夏大塘大街站	2747,丰乐路站 
5606,江夏北一路站	2747,丰乐路站 
5605,江夏北一路站	2747,丰乐路站 
5604,江夏北二路总站	2747,丰乐路站 
5386,回龙亭站	2747,丰乐路站 
8845,天益第二工业区站	2747,丰乐路站 
5239,黄村站	2747,丰乐路站 
5238,黄村站	2747,丰乐路站 
5237,黄村训练基地总站	2747,丰乐路站 
6073,来安四街站	2747,丰乐路站 
6071,来安三街站	2747,丰乐路站 
10343,永兴市场站	2747,丰乐路站 
10342,振兴村委站	2747,丰乐路站 
10341,民容路口站	2747,丰乐路站 
10329,人爱医院站	2747,丰乐路站 
10328,松园里站	2747,丰乐路站 
8176,欣荣路口站	2747,丰乐路站 
10325,金锣湾站	2747,丰乐路站 
8168,灵山市场站	2747,丰乐路站 
8159,九比村站	2747,丰乐路站 
8128,东涌村(工业路)站	2747,丰乐路站 
8122,太石工业区站	2747,丰乐路站 
8112,灵山二中站	2747,丰乐路站 
5184,宦溪西路站	2747,丰乐路站 
5182,宦溪西路西站	2747,丰乐路站 
5172,环镇路口站	2747,丰乐路站 
5171,环镇路口站	2747,丰乐路站 
5139,华阳路口站	2747,丰乐路站 
5130,华师附中新世界学校站	2747,丰乐路站 
5123,华泉社区站	2747,丰乐路站 
5366,黄屋村站	2747,丰乐路站 
5365,黄田大道中站	2747,丰乐路站 
5362,黄田村站	2747,丰乐路站 
5361,黄田村委站	2747,丰乐路站 
5335,黄沙总站②	2747,丰乐路站 
5323,黄岐中学站	2747,丰乐路站 
5295,黄埔客运站	2747,丰乐路站 
5294,黄埔客运站	2747,丰乐路站 
5266,黄华路口站	2747,丰乐路站 
5265,黄华路	2747,丰乐路站 
5881,均田站	2747,丰乐路站 
9921,大东门（中山三路）站	2747,丰乐路站 
6364,碑记街站	2747,丰乐路站 
5850,旧市场路口站	2747,丰乐路站 
8874,南涌村委会站	2747,丰乐路站 
8873,含珠村站	2747,丰乐路站 
8872,鱼窝头市场站	2747,丰乐路站 
8870,天益村站	2747,丰乐路站 
8868,天益第二工业区站	2747,丰乐路站 
8865,小乌第二工业区站	2747,丰乐路站 
8861,简太路站	2747,丰乐路站 
8859,大同村站	2747,丰乐路站 
3231,棠涌南街站	2747,丰乐路站 
4804,龙归(园夏村)总站	2747,丰乐路站 
4802,龙岗村站	2747,丰乐路站 
4780,六社社址站	2747,丰乐路站 
4718,蓼江村站	2747,丰乐路站 
4717,寮竹路站	2747,丰乐路站 
4716,寮竹路站	2747,丰乐路站 
4715,寮采中路站	2747,丰乐路站 
4714,寮采中路站	2747,丰乐路站 
6027,科翔路(尖塔山路口)站	2747,丰乐路站 
6026,科翔路(尖塔山路口)站	2747,丰乐路站 
7722,石基地铁站	2747,丰乐路站 
7720,官涌村站	2747,丰乐路站 
4520,石溪东路站	2747,丰乐路站 
4493,石牌桥站	2747,丰乐路站 
4492,石牌桥站	2747,丰乐路站 
4484,石门街站	2747,丰乐路站 
4472,石龙站	2747,丰乐路站 
4455,石井潭村总站2	2747,丰乐路站 
4444,石井(朝阳村)站	2747,丰乐路站 
4437,石化路口站	2747,丰乐路站 
4436,石化路口站	2747,丰乐路站 
4433,石湖小学站	2747,丰乐路站 
4381,师大暨大站	2747,丰乐路站 
4380,师大暨大站	2747,丰乐路站 
4336,神山站	2747,丰乐路站 
4334,神山商贸城站	2747,丰乐路站 
4329,深井市场站	2747,丰乐路站 
4328,深井码头总站	2747,丰乐路站 
5095,华坑路站	2747,丰乐路站 
5077,华景新城站	2747,丰乐路站 
5076,华景新城站	2747,丰乐路站 
5069,华海街口站	2747,丰乐路站 
5068,华海街口站A	2747,丰乐路站 
5001,胡氏祠堂站	2747,丰乐路站 
5000,后滘西大街站	2747,丰乐路站 
4999,后滘西大街站	2747,丰乐路站 
4998,后滘大街总站	2747,丰乐路站 
4993,后滘村口站	2747,丰乐路站 
4992,后滘村口站	2747,丰乐路站 
4991,猴王庙站	2747,丰乐路站 
4985,洪村站	2747,丰乐路站 
4957,红山站	2747,丰乐路站 
4956,红山站	2747,丰乐路站 
4945,横沥站	2747,丰乐路站 
6147,夏良路(高桥路口)站	2747,丰乐路站 
8108,嘉裕花园站	2747,丰乐路站 
10058,星岛环北路(螺旋二路路口)站	2747,丰乐路站 
10052,螺旋大道西站	2747,丰乐路站 
6948,杨屋村站	2747,丰乐路站 
9942,东平北路(横岗村口)站	2747,丰乐路站 
6069,来安二街站	2747,丰乐路站 
6066,葵蓬一队站	2747,丰乐路站 
6064,葵蓬小学站	2747,丰乐路站 
6062,葵蓬村委站	2747,丰乐路站 
10261,龙溪西路站	2747,丰乐路站 
7895,华峰路(红旗村)站	2747,丰乐路站 
10223,蚌湖桥南站	2747,丰乐路站 
10210,东湖洲花园站C	2747,丰乐路站 
7802,中二横路东站	2747,丰乐路站 
7800,北三路南站	2747,丰乐路站 
7098,马洞村委	2747,丰乐路站 
7068,石井大道(滘心村)	2747,丰乐路站 
6660,南村公园站	2747,丰乐路站 
6599,井岗村口站	2747,丰乐路站 
6591,南浦村总站	2747,丰乐路站 
6584,井岗大道南街口站	2747,丰乐路站 
6208,八十一中学站	2747,丰乐路站 
6207,人人佳站	2747,丰乐路站 
6167,碑记街口站	2747,丰乐路站 
10120,红旗路南站	2747,丰乐路站 
10060,地铁官洲站总站	2747,丰乐路站 
10054,生物岛水墨园站	2747,丰乐路站 
9914,龙溪大道西裕海路口站	2747,丰乐路站 
3497,梅山工业区站	2747,丰乐路站 
3496,梅山工业区站	2747,丰乐路站 
3481,茅岗站	2747,丰乐路站 
3480,茅岗站	2747,丰乐路站 
3332,陆祖庙站	2747,丰乐路站 
3319,龙溪中路站	2747,丰乐路站 
3315,龙溪西路站	2747,丰乐路站 
5441,机务段路口站	2747,丰乐路站 
5436,机电技工学校站	2747,丰乐路站 
5432,机场路总站⑨	2747,丰乐路站 
4614,水口坊站	2747,丰乐路站 
4605,双岗站	2747,丰乐路站 
4604,双岗站	2747,丰乐路站 
4603,双岗天桥站	2747,丰乐路站 
4602,双岗天桥站	2747,丰乐路站 
4567,市七十二中学站	2747,丰乐路站 
4560,市九十一中站	2747,丰乐路站 
4310,上屋站	2747,丰乐路站 
4307,上涂屋西二街站	2747,丰乐路站 
4296,上社站	2747,丰乐路站 
4295,上社站	2747,丰乐路站 
4294,上社牌坊总站	2747,丰乐路站 
4293,上社口岗新大街站	2747,丰乐路站 
4292,上社口岗新大街站	2747,丰乐路站 
4291,上社口岗大街站	2747,丰乐路站 
4290,上社口岗大街站	2747,丰乐路站 
4289,上社东升大街站	2747,丰乐路站 
4288,上社东升大街站	2747,丰乐路站 
4287,上埔庄路口站	2747,丰乐路站 
10691,黄鹤路(广州市残疾人体育运动中心)总站	2747,丰乐路站 
8502,夏茅工业区站	2747,丰乐路站 
7798,金州新邨站	2747,丰乐路站 
7550,潭村牌坊站	2747,丰乐路站 
7093,钟升东路站	2747,丰乐路站 
10225,大麦庄站	2747,丰乐路站 
6753,新和村站	2747,丰乐路站 
10807,广医四院西门站	2747,丰乐路站 
10803,地铁海傍站	2747,丰乐路站 
9168,地铁龙溪站	2747,丰乐路站 
10606,凤凰安置区站	2747,丰乐路站 
10422,金联市场站	2747,丰乐路站 
8616,龙古村站	2747,丰乐路站 
8600,南沙村站	2747,丰乐路站 
8588,石楼碧桂园站	2747,丰乐路站 
8586,茭塘东站	2747,丰乐路站 
8583,胜洲村中心站	2747,丰乐路站 
8576,石楼碧桂园站	2747,丰乐路站 
8573,砺江桥站	2747,丰乐路站 
10982,西丽小学站	2747,丰乐路站 
7094,马沥村站	2747,丰乐路站 
7052,朗头村站	2747,丰乐路站 
6774,纲领村站	2747,丰乐路站 
3857,平沙南街站	2747,丰乐路站 
3853,平沙公园站	2747,丰乐路站 
3842,彭西大街站	2747,丰乐路站 
3840,彭上东街站	2747,丰乐路站 
11245,钟村交警中队站	2747,丰乐路站 
11244,屏二村站	2747,丰乐路站 
9240,南浦桥南沿沙路站	2747,丰乐路站 
8866,小乌站	2747,丰乐路站 
11236,利丰大道站	2747,丰乐路站 
11234,天陆桥站	2747,丰乐路站 
8804,石楼劳动保障中心	2747,丰乐路站 
8791,良种场一区站	2747,丰乐路站 
8753,怡发拉链厂站	2747,丰乐路站 
11232,勾镰村站	2747,丰乐路站 
11077,万洲村委站	2747,丰乐路站 
11014,珠宝产业园站	2747,丰乐路站 
3634,南海神庙站	2747,丰乐路站 
9247,西乡二路路口站	2747,丰乐路站 
9165,海中村委站	2747,丰乐路站 
9157,广州花卉博览站	2747,丰乐路站 
8648,大岗中心小学站	2747,丰乐路站 
8643,潭洲医院站	2747,丰乐路站 
8635,大岗中心小学站	2747,丰乐路站 
8626,放马村站	2747,丰乐路站 
8621,新联一村站	2747,丰乐路站 
8602,东隆村站	2747,丰乐路站 
8580,蒲岗路口站	2747,丰乐路站 
10437,四联路口站	2747,丰乐路站 
8126,大稳村站	2747,丰乐路站 
10381,瑞边村站	2747,丰乐路站 
10322,水边村站	2747,丰乐路站 
10306,风神厂站	2747,丰乐路站 
10213,罗岗市场站	2747,丰乐路站 
10123,福龙路站	2747,丰乐路站 
9933,陈家祠站3	2747,丰乐路站 
6617,石西路口站	2747,丰乐路站 
3633,南海神庙站	2747,丰乐路站 
10875,福涌站	2747,丰乐路站 
10873,福田村站	2747,丰乐路站 
10858,东区市场站	2747,丰乐路站 
10676,沙太南路总站	2747,丰乐路站 
10623,益群村站	2747,丰乐路站 
10600,区防疫站	2747,丰乐路站 
10458,三粉厂站	2747,丰乐路站 
10441,太平场汽车总站	2747,丰乐路站 
10424,横潭市场站	2747,丰乐路站 
10411,大沙坪站	2747,丰乐路站 
8637,阳光城市广场站	2747,丰乐路站 
8633,大岗供电所站	2747,丰乐路站 
8609,大岗园林宾馆路口站	2747,丰乐路站 
10320,民主村站	2747,丰乐路站 
10111,埔南路延长线中站	2747,丰乐路站 
7554,槎潭路总站	2747,丰乐路站 
7548,潭村（石槎路口）总站	2747,丰乐路站 
7115,长洲路口(黄埔军校)站	2747,丰乐路站 
6769,红旗中心(博罗庄)站	2747,丰乐路站 
10846,大平村站	2747,丰乐路站 
10806,运动员二四区站	2747,丰乐路站 
9445,师大暨大站1	2747,丰乐路站 
9161,海中北路口站	2747,丰乐路站 
5563,江海大道中(赤岗)总站	2747,丰乐路站 
5549,江东村站	2747,丰乐路站 
5532,建设二马路站	2747,丰乐路站 
5513,嘉禾地铁站总站2	2747,丰乐路站 
5509,嘉禾八一科技园站	2747,丰乐路站 
5502,加石路中站	2747,丰乐路站 
5499,加石路口站	2747,丰乐路站 
5498,加石路(七星岗路口)站	2747,丰乐路站 
5495,加石路(罗岗村)站	2747,丰乐路站 
10112,埔南路延长线中站	2747,丰乐路站 
10109,天蕴路站	2747,丰乐路站 
8188,新南村站	2747,丰乐路站 
10725,竹山村站	2747,丰乐路站 
10722,棠下路口站	2747,丰乐路站 
10715,佛塱路口站	2747,丰乐路站 
10755,南岭桥头南街口站	2747,丰乐路站 
10751,南岭工业区南路东站	2747,丰乐路站 
10748,长湴工业一路站	2747,丰乐路站 
10744,坑背工业街口站	2747,丰乐路站 
10741,广东警官学院站	2747,丰乐路站 
10738,永平八一路站	2747,丰乐路站 
10669,郭村小区站	2747,丰乐路站 
10602,雅居乐花园站	2747,丰乐路站 
9167,广州花卉博览站	2747,丰乐路站 
10456,风门坳站	2747,丰乐路站 
8684,亭角大桥东站	2747,丰乐路站 
8647,大岗派出所站	2747,丰乐路站 
8642,上村站	2747,丰乐路站 
8638,岭东村站	2747,丰乐路站 
8629,北流村站	2747,丰乐路站 
8625,增沙村站	2747,丰乐路站 
8620,大岗中船基地站	2747,丰乐路站 
8606,东隆村站	2747,丰乐路站 
8604,南顺二村总站	2747,丰乐路站 
8597,亚洲国际城站	2747,丰乐路站 
10405,花山第二工业区站	2747,丰乐路站 
8582,胜洲村总站	2747,丰乐路站 
8579,利联仓行站	2747,丰乐路站 
8577,茭塘西站	2747,丰乐路站 
7225,寮采村口站	2747,丰乐路站 
3563,沐陂路(彩釉砖厂)总站	2747,丰乐路站 
10696,江夏东一路站	2747,丰乐路站 
10410,正迳站	2747,丰乐路站 
9651,新滘东路(龙潭村)总站	2747,丰乐路站 
10159,蚌湖路站	2747,丰乐路站 
7542,槎龙村生活区站	2747,丰乐路站 
10125,钟落潭总站	2747,丰乐路站 
7045,瑶池大街站	2747,丰乐路站 
4022,人和二中站	2747,丰乐路站 
4018,人和村站	2747,丰乐路站 
4008,庆隆路口站	2747,丰乐路站 
4005,庆丰一路站	2747,丰乐路站 
3992,庆槎路(锦东服装城)站	2747,丰乐路站 
3959,桥中南路站	2747,丰乐路站 
3954,桥西路口站	2747,丰乐路站 
3937,前进北街站	2747,丰乐路站 
11311,前锋村总站	2747,丰乐路站 
11310,海涌路站	2747,丰乐路站 
11309,海傍桥站	2747,丰乐路站 
11308,富怡苑站	2747,丰乐路站 
10947,沙湾文化中心站	2747,丰乐路站 
10934,沙南路站	2747,丰乐路站 
10687,鹤泰路东站	2747,丰乐路站 
10523,罗汉塘新村站	2747,丰乐路站 
10435,港头站	2747,丰乐路站 
10420,莲塘市场站	2747,丰乐路站 
10770,地糖街尾站	2747,丰乐路站 
10769,坑背工业街口站	2747,丰乐路站 
8778,怡发拉链厂站	2747,丰乐路站 
8777,官坦村站	2747,丰乐路站 
10768,坑背工业街站	2747,丰乐路站 
10767,长湴街站	2747,丰乐路站 
10766,长湴工业一路站	2747,丰乐路站 
8124,大利高站	2747,丰乐路站 
8106,灵山成校站	2747,丰乐路站 
7640,万寿路站总站	2747,丰乐路站 
7172,矮岗村委站	2747,丰乐路站 
10670,陆居路	2747,丰乐路站 
10122,红旗路站	2747,丰乐路站 
10108,天蕴路站	2747,丰乐路站 
10368,万信达站	2747,丰乐路站 
10689,鹤泰路西站	2747,丰乐路站 
7454,长红小学站	2747,丰乐路站 
7170,西成路站	2747,丰乐路站 
6750,黎家塘村站	2747,丰乐路站 
3598,南方村委站	2747,丰乐路站 
10771,武警广州指挥学院正门站	2747,丰乐路站 
10754,南岭工业区中路站	2747,丰乐路站 
10749,南岭工业区五横路口站	2747,丰乐路站 
10745,坑背工业街站	2747,丰乐路站 
10739,永平八一路北站	2747,丰乐路站 
10631,九太路站	2747,丰乐路站 
10624,益群市场站	2747,丰乐路站 
10609,洛场村委站	2747,丰乐路站 
10461,缠岗站	2747,丰乐路站 
10370,花都农校站	2747,丰乐路站 
9159,海中北路中站	2747,丰乐路站 
10969,西城水果批发市场站	2747,丰乐路站 
10911,康裕西苑站	2747,丰乐路站 
