938,新业路口站	1037,雅瑶镇医院站 
1633,广州火车站总站e	2179,创业路站 
7801,北三路南站	2179,创业路站 
9927,粤溪南路站	2179,创业路站 
1758,海珠路站	2179,创业路站 
1744,海中高得站	2179,创业路站 
1739,海中北路口站	2179,创业路站 
1722,海南生北坊站	2179,创业路站 
1720,海南南丫西站	2179,创业路站 
1718,海南南丫东站	2179,创业路站 
11381,湴湄村口站	2179,创业路站 
11380,子沙村委站	2179,创业路站 
11379,新涌村委站	2179,创业路站 
11378,榄核长江数码花园站	2179,创业路站 
11376,大简村南沙大道站	2179,创业路站 
11369,南沙体育馆站	2179,创业路站 
11104,石基村委总站	2179,创业路站 
11081,鱼窝头车站站	2179,创业路站 
11055,马克路站	2179,创业路站 
11048,庙贝村站	2179,创业路站 
11009,樟边路口站	2179,创业路站 
10877,工业路站	2179,创业路站 
12134,陈村路口	2179,创业路站 
11100,晒缯涌站	2179,创业路站 
11094,朗晴工业区站	2179,创业路站 
11087,鱼窝头中学站	2179,创业路站 
11084,丹乐食品站	2179,创业路站 
11083,马克路站	2179,创业路站 
11078,万洲村(解放队)站	2179,创业路站 
11049,东升农场站	2179,创业路站 
11022,中教村站	2179,创业路站 
11021,庙青村站	2179,创业路站 
11018,东升农场站	2179,创业路站 
11015,灵山路口南站	2179,创业路站 
10994,小平牌坊站	2179,创业路站 
10965,威乐工业区站	2179,创业路站 
10963,汀根小学站	2179,创业路站 
10955,市桥医院(捷进中路)站	2179,创业路站 
11687,谢石路口站	2179,创业路站 
11677,大洲路口站	2179,创业路站 
11672,多州站	2179,创业路站 
11671,永字街站	2179,创业路站 
12042,钟村文化广场站	2179,创业路站 
12040,屏一村站	2179,创业路站 
12039,顺德碧桂园站	2179,创业路站 
12038,东乡联发工业区站	2179,创业路站 
12036,龙祥路口站	2179,创业路站 
12035,水门村站	2179,创业路站 
12034,水门村站	2179,创业路站 
12030,思亲园站	2179,创业路站 
12021,化龙车站	2179,创业路站 
12020,盛龙社区总站	2179,创业路站 
12019,广汽生活区站	2179,创业路站 
12016,海心村站	2179,创业路站 
12014,明经村站	2179,创业路站 
12013,爱莲村站	2179,创业路站 
12012,山门村站	2179,创业路站 
12011,下山门村站	2179,创业路站 
12010,下山门村站	2179,创业路站 
12009,桥福园(东环路)站	2179,创业路站 
12007,谭边村站	2179,创业路站 
12005,竹山工业区站	2179,创业路站 
12004,竹山村站	2179,创业路站 
12002,桥山村站	2179,创业路站 
12001,大龙路口站	2179,创业路站 
12000,眉山工业区站	2179,创业路站 
11999,旧水坑村委站	2179,创业路站 
11994,星海青少宫站	2179,创业路站 
11992,市桥医院(西环路)站	2179,创业路站 
11991,环市西环路站	2179,创业路站 
11990,三其大街站	2179,创业路站 
11989,前锋路站	2179,创业路站 
11988,前锋村委站	2179,创业路站 
11987,前锋村委站	2179,创业路站 
11986,低涌村委站	2179,创业路站 
11985,北斗桥底站	2179,创业路站 
11983,石基文化广场站	2179,创业路站 
11982,茶东村(富怡路)站	2179,创业路站 
11981,富怡路中站	2179,创业路站 
12413,石井大道北站	2179,创业路站 
12409,石井大道(龙湖)站	2179,创业路站 
12234,华润涂料捷信厂站	2179,创业路站 
12407,螺旋大道西站	2179,创业路站 
12212,五沙小学站	2179,创业路站 
12404,星岛环北路(螺旋二路路口)站	2179,创业路站 
12206,金沙人家站	2179,创业路站 
12236,丰田合成配件厂站	2179,创业路站 
12405,螺旋四路(标一企业)站	2179,创业路站 
12252,心和村站	2179,创业路站 
12250,南村站	2179,创业路站 
2915,公仔岑街站	2179,创业路站 
2910,公安分局站	2179,创业路站 
2889,高增村站	2179,创业路站 
2888,高增村站	2179,创业路站 
2875,港湾一村站	2179,创业路站 
2874,港湾一村站	2179,创业路站 
1603,广州火车东站总站②a	2179,创业路站 
1803,白山村站	2179,创业路站 
1792,白兰花园站	2179,创业路站 
1784,八十四中学站	2179,创业路站 
1771,安新路站	2179,创业路站 
1770,安新路站	2179,创业路站 
1769,安新路南站	2179,创业路站 
1768,安新路南站	2179,创业路站 
1465,增南路站	2179,创业路站 
1460,增滘村站	2179,创业路站 
1457,云苑直街站	2179,创业路站 
1456,云苑直街口站	2179,创业路站 
1455,云苑一街站	2179,创业路站 
1454,云苑一街口站	2179,创业路站 
1445,云祥居委站	2179,创业路站 
7012,下亨田站	2179,创业路站 
7010,南海管业城站	2179,创业路站 
7005,洲村市场站	2179,创业路站 
6996,上沙涌	2179,创业路站 
6954,合成站	2179,创业路站 
6953,南航路口站	2179,创业路站 
6947,杨屋市场站	2179,创业路站 
6943,大华市场站	2179,创业路站 
6942,圆玄小学站	2179,创业路站 
6940,金菊花园站	2179,创业路站 
6903,田心西路站	2179,创业路站 
10018,黄岐镇政府总站	2179,创业路站 
2489,东华东路站	2179,创业路站 
11398,新造职中站	2179,创业路站 
11397,新谭路口站	2179,创业路站 
11102,石基小学站	2179,创业路站 
11101,三坭涌站	2179,创业路站 
11079,均冲站	2179,创业路站 
11075,红星村站	2179,创业路站 
11068,沙尾站	2179,创业路站 
11059,均冲站	2179,创业路站 
11051,灵山医院站	2179,创业路站 
11004,禺山大道西站	2179,创业路站 
10995,小平牌坊站	2179,创业路站 
10973,沙湾派出所站	2179,创业路站 
10967,为民中路站	2179,创业路站 
10919,龙岐路口站	2179,创业路站 
10907,康泰园站	2179,创业路站 
12191,顺番加油站	2179,创业路站 
11171,广铁一中站	2179,创业路站 
11166,海傍水乡站	2179,创业路站 
11108,晒缯涌站	2179,创业路站 
11098,七十七站	2179,创业路站 
11086,朗晴工业区站	2179,创业路站 
11085,东涌万兴路总站	2179,创业路站 
11076,长莫村委站	2179,创业路站 
11072,十四队站	2179,创业路站 
11069,万洲水闸总站	2179,创业路站 
11066,十四队站	2179,创业路站 
11062,长莫村委站	2179,创业路站 
11052,灵山路口南站	2179,创业路站 
11047,宜安村站	2179,创业路站 
11017,高新沙路口站	2179,创业路站 
10992,象贤中学北门站	2179,创业路站 
10958,市桥中心小学站	2179,创业路站 
10945,沙湾南村站	2179,创业路站 
10940,沙头中学站	2179,创业路站 
10902,捷进中路站	2179,创业路站 
10887,横坑村站	2179,创业路站 
11172,技术官员村站	2179,创业路站 
11167,亚运城综合体育馆站	2179,创业路站 
11140,凤凰四路站	2179,创业路站 
6860,粤溪北路站	2179,创业路站 
6841,上步大道站	2179,创业路站 
6810,粤溪南路口站	2179,创业路站 
6716,神山大道西站	2179,创业路站 
6683,碑记街站	2179,创业路站 
10121,红旗路站	2179,创业路站 
10100,高田街东站	2179,创业路站 
6631,蓼江小学站	2179,创业路站 
10096,岗贝路口站	2179,创业路站 
6594,罗溪中路站	2179,创业路站 
6585,井岗大道北街口站	2179,创业路站 
6582,雄丰路口站	2179,创业路站 
10084,王园路站	2179,创业路站 
10073,桥中总站	2179,创业路站 
10053,生物岛北站	2179,创业路站 
6498,前锋村站	2179,创业路站 
6496,区公汽公司站	2179,创业路站 
6494,番禺汽车客运站	2179,创业路站 
9781,丰鑫装饰材料城站	2179,创业路站 
11980,石基三中(富怡路)站	2179,创业路站 
11977,金业别墅花园站	2179,创业路站 
11976,绿庭雅苑站	2179,创业路站 
11973,西村路口站	2179,创业路站 
11971,古坝市场站	2179,创业路站 
11970,新洲村委站	2179,创业路站 
11969,龙湾村站	2179,创业路站 
11968,龙湾小学站	2179,创业路站 
11967,龙湾小学站	2179,创业路站 
11966,紫坭村委站	2179,创业路站 
11965,小平路口站	2179,创业路站 
11961,大刀沙村尾站	2179,创业路站 
11960,草河小学站	2179,创业路站 
11670,裕丰东站	2179,创业路站 
11668,沙北村站	2179,创业路站 
11666,草堂车站	2179,创业路站 
11665,仙岭村站	2179,创业路站 
11664,明经村站	2179,创业路站 
11663,爱莲村站	2179,创业路站 
11662,金湖工业区站	2179,创业路站 
11660,大岭村站	2179,创业路站 
11659,化龙医院站	2179,创业路站 
11658,番艺花园站	2179,创业路站 
11657,南坑村口站	2179,创业路站 
11655,金山小学站	2179,创业路站 
11654,桥山村站	2179,创业路站 
11653,石基小学大龙校区站	2179,创业路站 
11652,桥山工业区站	2179,创业路站 
11651,文边村站	2179,创业路站 
11650,旧水坑小学站	2179,创业路站 
11648,水濂小学站	2179,创业路站 
11647,新水坑文化中心站	2179,创业路站 
11641,西丽桥北站	2179,创业路站 
11640,市桥医院(西环路)站	2179,创业路站 
11639,三其大街站	2179,创业路站 
11638,大龙居委站	2179,创业路站 
11637,大龙居委站	2179,创业路站 
11636,富怡苑站	2179,创业路站 
11633,浮沙村站	2179,创业路站 
11632,古坝市场站	2179,创业路站 
11631,古坝电影院站	2179,创业路站 
11630,古东工业区站	2179,创业路站 
11629,大桥头站	2179,创业路站 
11626,番禺博物馆站	2179,创业路站 
11624,南区公园(福德路)站	2179,创业路站 
11617,思贤村站	2179,创业路站 
11616,兴业大道北站	2179,创业路站 
11615,新造中心小学站	2179,创业路站 
11613,文山村站	2179,创业路站 
11600,张松村总站	2179,创业路站 
11598,榄核镇政府站	2179,创业路站 
11596,九比村总站	2179,创业路站 
11595,同康路站	2179,创业路站 
11590,地铁东涌总站	2179,创业路站 
11589,东涌名苑站	2179,创业路站 
12188,西丽桥南站	2179,创业路站 
11580,南沙体育馆站	2179,创业路站 
11572,屏一桥站	2179,创业路站 
11571,西二村(西张二路)站	2179,创业路站 
11561,复苏站	2179,创业路站 
11559,莲花山车站总站	2179,创业路站 
11558,石楼派出所站	2179,创业路站 
11555,裕丰桥站	2179,创业路站 
11552,合兴村站	2179,创业路站 
11550,山门牌坊站	2179,创业路站 
11547,交警大队站	2179,创业路站 
11544,金山村委站	2179,创业路站 
11543,大龙玻璃厂站	2179,创业路站 
11542,大龙玻璃厂站	2179,创业路站 
11541,石基小学大龙校区站	2179,创业路站 
11540,凌边村站	2179,创业路站 
11539,天德厂站	2179,创业路站 
11538,凌边总站	2179,创业路站 
11537,凌边工业区站	2179,创业路站 
11536,金山路口站	2179,创业路站 
11535,文边工业区站	2179,创业路站 
11534,坑头工业区站	2179,创业路站 
11533,坑头生态园站	2179,创业路站 
11532,新水坑村生态园站	2179,创业路站 
11529,西堤小区站	2179,创业路站 
11528,海滨大厦站	2179,创业路站 
11527,西丽桥北站	2179,创业路站 
11526,长坦村口站	2179,创业路站 
11525,低涌村总站	2179,创业路站 
11524,富庭花园站	2179,创业路站 
11523,大龙小学站	2179,创业路站 
11522,大龙经济发展公司站	2179,创业路站 
11521,大龙经济发展公司站	2179,创业路站 
11520,茶东东村站	2179,创业路站 
11519,茶东村西站	2179,创业路站 
11518,茶东村西站	2179,创业路站 
11516,金业别墅花园站	2179,创业路站 
11515,德宝花园正门站	2179,创业路站 
11513,万科城站	2179,创业路站 
11510,紫坭村口站	2179,创业路站 
11507,沙龙尾站	2179,创业路站 
11505,华南新城南区正门站	2179,创业路站 
11503,崇德村站	2179,创业路站 
12176,变电站	2179,创业路站 
11491,万安村站	2179,创业路站 
11487,湴湄村站	2179,创业路站 
11486,子沙村委站	2179,创业路站 
11485,八沙村站	2179,创业路站 
11484,八沙村站	2179,创业路站 
11481,蔡新路口站	2179,创业路站 
11480,榄核派出所站	2179,创业路站 
11479,西线路口站	2179,创业路站 
11478,墩塘工业区站	2179,创业路站 
11477,创信鞋厂站	2179,创业路站 
11476,东深天益村站	2179,创业路站 
11470,甘岗村站	2179,创业路站 
11466,滨海花园站	2179,创业路站 
11456,富裕围站	2179,创业路站 
11455,富裕围站	2179,创业路站 
11454,天发厂站	2179,创业路站 
11452,百越广场南门站	2179,创业路站 
11451,盛泰花园站	2179,创业路站 
11449,多州站	2179,创业路站 
11448,石楼派出所站	2179,创业路站 
11446,官涌村站	2179,创业路站 
11444,新村站	2179,创业路站 
11441,沙尾村站	2179,创业路站 
11440,仙岭村站	2179,创业路站 
11439,下山门村总站	2179,创业路站 
11438,官桥新村站	2179,创业路站 
11437,应塘坊站	2179,创业路站 
11436,柏堂村站	2179,创业路站 
11433,东盛路站	2179,创业路站 
11431,旧水坑中心街站	2179,创业路站 
12221,烨辉站	2179,创业路站 
12208,五沙一村站	2179,创业路站 
12226,安博基业公司站	2179,创业路站 
12402,环镇西路南站	2179,创业路站 
12400,环镇西路站	2179,创业路站 
12399,高塘市场站	2179,创业路站 
12398,江人路(广花路口)站	2179,创业路站 
12397,建南村站	2179,创业路站 
12370,花都美居中心站	2179,创业路站 
12270,榄核公交站	2179,创业路站 
12249,南村站	2179,创业路站 
12241,蚬涌市场站	2179,创业路站 
12239,五沙三村站	2179,创业路站 
12238,五沙大桥收费站	2179,创业路站 
12231,欧洲工业园路口	2179,创业路站 
12194,沙坑牌坊站	2179,创业路站 
12186,大夫山森林公园路口	2179,创业路站 
12184,疗养院站	2179,创业路站 
12182,南双玉村	2179,创业路站 
12180,南双玉工业区	2179,创业路站 
12178,双坑村	2179,创业路站 
12174,碧桂东苑	2179,创业路站 
12172,雄峰商城	2179,创业路站 
12145,容桂汽车站	2179,创业路站 
12120,观龙桥脚站	2179,创业路站 
12114,莲花山车站	2179,创业路站 
12092,谷围新村站	2179,创业路站 
12076,湴湄村站	2179,创业路站 
12075,绿村村委站	2179,创业路站 
12074,大生村委站	2179,创业路站 
12073,镇泰厂站	2179,创业路站 
12072,星海小学站	2179,创业路站 
12071,榄核涌站	2179,创业路站 
12070,榄核派出所站	2179,创业路站 
12069,沙湾涌站	2179,创业路站 
12068,墩塘村站	2179,创业路站 
12065,南村油库站	2179,创业路站 
12063,罗边实发市场站	2179,创业路站 
12062,七星岗公园站	2179,创业路站 
12826,沥心沙收费站	2179,创业路站 
12823,榄塘村站	2179,创业路站 
12821,滴水岩森林公园总站	2179,创业路站 
12820,留耕堂站	2179,创业路站 
12819,留耕堂站	2179,创业路站 
12818,象贤中学站	2179,创业路站 
12817,象贤中学站	2179,创业路站 
12816,沙湾东村站	2179,创业路站 
12815,沙湾东村站	2179,创业路站 
12813,祈福水城站	2179,创业路站 
12812,雅居乐锦官城站	2179,创业路站 
12802,丹桂社区居委会站	2179,创业路站 
12787,广珠路碧江站	2179,创业路站 
12814,祈福水城站	2179,创业路站 
12658,芳村隧道口站2	2179,创业路站 
12655,华师生活区站	2179,创业路站 
12640,蚌湖收费站	2179,创业路站 
12638,水沥收费站	2179,创业路站 
12636,实验中学站	2179,创业路站 
12487,地玄村站	2179,创业路站 
12480,东线路北站	2179,创业路站 
12471,峻新路口站	2179,创业路站 
12461,奥园广场站	2179,创业路站 
12456,华侨城北门站	2179,创业路站 
12446,甘棠村站	2179,创业路站 
12439,番禺大道(渔民新村)	2179,创业路站 
12424,三村海丰南站	2179,创业路站 
12811,雅居乐锦官城站	2179,创业路站 
12808,南双玉村总站	2179,创业路站 
12807,大板工业区站	2179,创业路站 
12806,大板工业区站	2179,创业路站 
12805,汀根村委站	2179,创业路站 
12800,上佳市站	2179,创业路站 
12798,容山书院站	2179,创业路站 
12796,新球医院站	2179,创业路站 
12793,大良交警中队站	2179,创业路站 
12792,林头西站	2179,创业路站 
12789,顺联广场站	2179,创业路站 
11400,三善中村站	2179,创业路站 
11429,旧水坑派出所(旧村西路)站	2179,创业路站 
11427,眉山工业区站	2179,创业路站 
11426,美洁环卫厂站	2179,创业路站 
11425,凌边村委站	2179,创业路站 
11424,凌环南路站	2179,创业路站 
11423,金山路口站	2179,创业路站 
11421,龙美村(迎新路)站	2179,创业路站 
11420,东沙村站	2179,创业路站 
11417,老干部活动中心站	2179,创业路站 
11416,康裕北苑站	2179,创业路站 
11413,长沙路站	2179,创业路站 
11412,区公汽东门站	2179,创业路站 
11411,前锋工业区站	2179,创业路站 
11410,大龙小学站	2179,创业路站 
11407,华景新城站	2179,创业路站 
11406,华景新城(桥南路)站	2179,创业路站 
11404,古东工业区站	2179,创业路站 
11403,象俊中学站	2179,创业路站 
6295,碑记街口站	2179,创业路站 
6292,龙溪总站(总站)	2179,创业路站 
4902,荷景路站	2179,创业路站 
4898,荷光路中站	2179,创业路站 
4897,荷光路中站	2179,创业路站 
4896,荷光路站	2179,创业路站 
4895,荷光路站	2179,创业路站 
4894,荷光路口总站	2179,创业路站 
4889,河水东大街站	2179,创业路站 
4888,河水东大街站	2179,创业路站 
4887,河水东大街口总站	2179,创业路站 
4886,河水大街站	2179,创业路站 
4885,河水大街站	2179,创业路站 
4883,河沙中路站	2179,创业路站 
4876,河村松涛站	2179,创业路站 
4863,何布村站	2179,创业路站 
4862,何布村站	2179,创业路站 
12804,汀根村委站	2179,创业路站 
12803,丹桂社区居委会站	2179,创业路站 
12695,东沙大道南站	2179,创业路站 
12484,东盛路中站	2179,创业路站 
12483,蔗山村口站	2179,创业路站 
12478,金山村委总站	2179,创业路站 
12465,番禺广场	2179,创业路站 
12411,龙湖路口站	2179,创业路站 
20072,机场南	2179,创业路站 
20014,人和	2179,创业路站 
12646,亭角大桥北站	2179,创业路站 
12645,亭角大桥北站	2179,创业路站 
12644,大岗车站	2179,创业路站 
12642,三元里收费站	2179,创业路站 
12618,富康路口站	2179,创业路站 
20038,嘉禾望岗	2179,创业路站 
20144,龙归	2179,创业路站 
12578,南洲北路(好信广场) 站	2179,创业路站 
20102,白云大道北	2179,创业路站 
12556,大学城(广大)正门站	2179,创业路站 
12455,华侨城北门站	2179,创业路站 
12453,北海村总站	2179,创业路站 
12425,大石中心小学站	2179,创业路站 
20025,凤凰新村	2179,创业路站 
20064,文冲	2179,创业路站 
20044,大沙东	2179,创业路站 
20045,大沙地	2179,创业路站 
20136,鱼珠	2179,创业路站 
20004,三溪	2179,创业路站 
20005,东圃	2179,创业路站 
20128,车陂南	2179,创业路站 
20109,科韵路	2179,创业路站 
20036,员村	2179,创业路站 
20096,猎德	2179,创业路站 
11943,牛角桥北站	2179,创业路站 
11942,牛角村站	2179,创业路站 
11939,张松村桥站	2179,创业路站 
11938,张松工业区站	2179,创业路站 
11937,良地埠站	2179,创业路站 
11936,新涌村委站	2179,创业路站 
11935,镇泰厂站	2179,创业路站 
11932,太石村南沙大道站	2179,创业路站 
11930,小鸟桥站	2179,创业路站 
20093,潭村	2179,创业路站 
20098,珠江新城	2179,创业路站 
20012,五羊邨	2179,创业路站 
11923,蕉门地铁总站	2179,创业路站 
20074,杨箕	2179,创业路站 
20026,动物园	2179,创业路站 
20027,区庄	2179,创业路站 
20091,淘金	2179,创业路站 
20055,小北	2179,创业路站 
11913,龙祥路口站	2179,创业路站 
11912,长江数码花园站	2179,创业路站 
20120,西村	2179,创业路站 
11909,易发步行街站	2179,创业路站 
11908,番禺会议中心站	2179,创业路站 
11906,复苏站	2179,创业路站 
11904,潭山村站	2179,创业路站 
11903,官桥新村站	2179,创业路站 
11902,官桥村站	2179,创业路站 
11901,柏堂村站	2179,创业路站 
11900,化龙车站	2179,创业路站 
11899,番艺花园站	2179,创业路站 
11897,旧水坑村尾站	2179,创业路站 
11896,美食广场南门站	2179,创业路站 
11894,榕林路口站	2179,创业路站 
11893,旧水坑派出所(旧村西路)站	2179,创业路站 
11891,东泰工业区站	2179,创业路站 
11890,凌边十队站	2179,创业路站 
11889,凌环南路站	2179,创业路站 
11888,文边工业区站	2179,创业路站 
11887,文边总站	2179,创业路站 
11886,文边村站	2179,创业路站 
11884,旧水坑村委站	2179,创业路站 
11883,新水坑牌坊站	2179,创业路站 
11880,富豪山庄总站	2179,创业路站 
11879,区工商局站	2179,创业路站 
11878,海傍路站	2179,创业路站 
11877,民政局婚姻登记处站	2179,创业路站 
11876,恒升工业园站	2179,创业路站 
11875,石基四中站	2179,创业路站 
11874,前锋工业区站	2179,创业路站 
11873,捷达莱堡厂站	2179,创业路站 
11872,低涌村委站	2179,创业路站 
11871,石基文化广场站	2179,创业路站 
11868,草河村委站	2179,创业路站 
11866,喜盈雅境站	2179,创业路站 
11865,番中路口站	2179,创业路站 
11862,古东牌坊站	2179,创业路站 
11861,古坝电影院站	2179,创业路站 
11860,龙湾村站	2179,创业路站 
11858,理工学院站	2179,创业路站 
11856,磷肥厂站	2179,创业路站 
11855,青峰气站	2179,创业路站 
11854,大罗村(银平路)站	2179,创业路站 
11853,银平路站	2179,创业路站 
11850,南快桥站	2179,创业路站 
11849,眉山村站	2179,创业路站 
11845,莘汀村站	2179,创业路站 
11844,东西庄总站	2179,创业路站 
11843,曾边村站	2179,创业路站 
20063,广州火车站	2179,创业路站 
20117,西场	2179,创业路站 
20010,中山八	2179,创业路站 
20040,坦尾	2179,创业路站 
20092,滘口	2179,创业路站 
20139,黄村	2179,创业路站 
20126,车陂	2179,创业路站 
20127,车陂南	2179,创业路站 
20001,万胜围	2179,创业路站 
20051,官洲	2179,创业路站 
20066,新造	2179,创业路站 
20043,大学城南	2179,创业路站 
20042,大学城北	2179,创业路站 
20106,石碁	2179,创业路站 
20088,海傍	2179,创业路站 
20016,低涌	2179,创业路站 
11825,新队站	2179,创业路站 
11824,新队站	2179,创业路站 
11823,人民村站	2179,创业路站 
11822,绿村村委站	2179,创业路站 
11821,国防技校站	2179,创业路站 
11820,国防技校站	2179,创业路站 
11818,墩塘桥站	2179,创业路站 
11816,东线大道站	2179,创业路站 
11815,市头村站	2179,创业路站 
20008,东涌	2179,创业路站 
20143,黄阁汽车城	2179,创业路站 
20116,蕉门	2179,创业路站 
20142,黄阁	2179,创业路站 
20129,金洲	2179,创业路站 
20048,天河客运站	2179,创业路站 
20011,五山	2179,创业路站 
11802,钟村职校站	2179,创业路站 
11793,禺秀园站	2179,创业路站 
11792,广汽基地总站	2179,创业路站 
11790,三德路口站	2179,创业路站 
11789,深沙村站	2179,创业路站 
11786,同乐村站	2179,创业路站 
11783,化龙第二小学站	2179,创业路站 
11782,草堂村站	2179,创业路站 
11781,潭山村站	2179,创业路站 
11780,金湖工业区站	2179,创业路站 
11779,西山村站	2179,创业路站 
11778,应塘坊站	2179,创业路站 
11777,化龙公园站	2179,创业路站 
11775,颐养院站	2179,创业路站 
11769,南坑村口站	2179,创业路站 
11764,美洁环卫厂站	2179,创业路站 
11763,凌边工业区站	2179,创业路站 
11762,桥山工业区站	2179,创业路站 
11761,木棉脚站	2179,创业路站 
11760,新水坑村生态园站	2179,创业路站 
11758,星域动漫科技城站	2179,创业路站 
11756,东沙村站	2179,创业路站 
11755,海滨大厦站	2179,创业路站 
20017,体育中心	2179,创业路站 
20073,杨箕	2179,创业路站 
20019,体育西路	2179,创业路站 
56,纸厂总站①	2179,创业路站 
20006,东山口	2179,创业路站 
17,庄埔路口站	2179,创业路站 
5,竹料总站②	2179,创业路站 
20094,烈士陵园	2179,创业路站 
20024,农讲所	2179,创业路站 
206,珠江花园站	2179,创业路站 
20022,公园前	2179,创业路站 
20121,西门口	2179,创业路站 
193,珠江村站	2179,创业路站 
192,珠江村站	2179,创业路站 
20140,黄沙	2179,创业路站 
20131,长寿路	2179,创业路站 
20132,陈家祠	2179,创业路站 
20113,芳村	2179,创业路站 
174,珠村站	2179,创业路站 
20111,花地湾	2179,创业路站 
2763,枫下二社站	2179,创业路站 
2757,风正街站	2179,创业路站 
20039,坑口	2179,创业路站 
20118,西朗	2179,创业路站 
12842,石基二中	2179,创业路站 
12843,石基二中	2179,创业路站 
12844,石基二中	2179,创业路站 
12845,石基二中	2179,创业路站 
12846,石基二中	2179,创业路站 
12847,石基二中	2179,创业路站 
12554,大学城广大A2楼站	2179,创业路站 
20080,永泰	2179,创业路站 
20034,同和	2179,创业路站 
20013,京溪南方医院	2179,创业路站 
20078,梅花园	2179,创业路站 
20095,燕塘	2179,创业路站 
12457,北海村水果批发市场	2179,创业路站 
11754,长坦村口站	2179,创业路站 
11753,长坦总站	2179,创业路站 
11752,海傍桥站	2179,创业路站 
11751,北斗渡口(榄灵路)站	2179,创业路站 
11750,富怡路中站	2179,创业路站 
11749,石基三中(富怡路)站	2179,创业路站 
11744,西村工业区站	2179,创业路站 
11743,古坝总站	2179,创业路站 
11742,古东牌坊站	2179,创业路站 
11735,大刀沙村委站	2179,创业路站 
11732,兴业大道北站	2179,创业路站 
11731,谷围新村站	2179,创业路站 
20029,华师	2179,创业路站 
20056,岗顶	2179,创业路站 
20105,石牌桥	2179,创业路站 
20020,体育西路	2179,创业路站 
20097,珠江新城	2179,创业路站 
20123,赤岗塔	2179,创业路站 
20053,客村	2179,创业路站 
20041,大塘	2179,创业路站 
20086,沥滘	2179,创业路站 
20033,厦滘	2179,创业路站 
11718,大生村委站	2179,创业路站 
11717,合沙村站	2179,创业路站 
11716,张松村桥站	2179,创业路站 
11715,张松工业区站	2179,创业路站 
11714,飞鹰厂站	2179,创业路站 
11712,榄核成校站	2179,创业路站 
11710,顺河路口站	2179,创业路站 
11709,墩塘工业区站	2179,创业路站 
11708,大简中桥站	2179,创业路站 
11707,马克路口站	2179,创业路站 
20046,大石	2179,创业路站 
11702,甘岗村站	2179,创业路站 
20081,汉溪长隆	2179,创业路站 
20058,市桥	2179,创业路站 
20100,番禺广场	2179,创业路站 
20037,嘉禾望岗	2179,创业路站 
20141,黄边	2179,创业路站 
20083,江夏	2179,创业路站 
20115,萧岗	2179,创业路站 
20103,白云文化广场	2179,创业路站 
20101,白云公园	2179,创业路站 
20134,飞翔公园	2179,创业路站 
20003,三元里	2179,创业路站 
20062,广州火车站	2179,创业路站 
20125,越秀公园	2179,创业路站 
3549,明星村委站	2179,创业路站 
3548,明星村委站	2179,创业路站 
3547,明星村口站	2179,创业路站 
3546,明星村口站	2179,创业路站 
3544,明泉街站	2179,创业路站 
20110,纪念堂	2179,创业路站 
20090,海珠广场	2179,创业路站 
5746,金水里西站	2179,创业路站 
5744,金水里东站	2179,创业路站 
10694,鹤泰路中站	2179,创业路站 
9213,猛涌村站	2179,创业路站 
9160,海中八路站	2179,创业路站 
9156,龙溪大道西站	2179,创业路站 
20023,公园前	2179,创业路站 
20057,市二宫	2179,创业路站 
20082,江南西	2179,创业路站 
20067,昌岗	2179,创业路站 
20007,东晓南	2179,创业路站 
3230,棠涌南街站	2179,创业路站 
3212,棠下村站	2179,创业路站 
20084,江泰路	2179,创业路站 
20031,南洲	2179,创业路站 
20087,洛溪	2179,创业路站 
3191,棠东站	2179,创业路站 
3190,棠东站	2179,创业路站 
20032,南浦	2179,创业路站 
20015,会江	2179,创业路站 
20104,石壁	2179,创业路站 
20061,广州南站	2179,创业路站 
20059,广州东站	2179,创业路站 
12454,北海村水果批发市场站	2179,创业路站 
12451,甘棠村站	2179,创业路站 
12444,番禺奥林匹克花园站	2179,创业路站 
20060,广州东站	2179,创业路站 
20076,林和西	2179,创业路站 
12562,广大麓湖雕塑公园总站	2179,创业路站 
12557,大学城(广大)西门站	2179,创业路站 
20021,体育西路	2179,创业路站 
20075,林和西	2179,创业路站 
20018,体育中心南	2179,创业路站 
20047,天河南	2179,创业路站 
20138,黄埔大道	2179,创业路站 
20112,花城大道	2179,创业路站 
20049,妇儿中心	2179,创业路站 
20079,歌剧院	2179,创业路站 
20089,海心沙	2179,创业路站 
20124,赤岗塔	2179,创业路站 
20135,魁奇路	2179,创业路站 
20050,季华园	2179,创业路站 
20035,同济路	2179,创业路站 
20108,祖庙	2179,创业路站 
20070,普君北路	2179,创业路站 
20071,朝安	2179,创业路站 
20077,桂城	2179,创业路站 
20030,南桂路	2179,创业路站 
20133,雷岗	2179,创业路站 
20028,千灯湖	2179,创业路站 
20130,金融高新区	2179,创业路站 
20145,龙溪	2179,创业路站 
20114,菊树	2179,创业路站 
20002,万胜围	2179,创业路站 
12488,沙滘站	2179,创业路站 
12485,尚上名筑站	2179,创业路站 
12479,白岗村站	2179,创业路站 
12477,白岗村站	2179,创业路站 
12476,东线路北站	2179,创业路站 
12475,东线路南站	2179,创业路站 
12474,东盛路北站	2179,创业路站 
12473,蔗山村口站	2179,创业路站 
12472,东盛路中站	2179,创业路站 
12470,省妇幼保健院站	2179,创业路站 
12464,星辰时代豪庭站	2179,创业路站 
