8158,沙角村站	12791,林头西站 
2922,官堂西站	12791,林头西站 
2921,官堂西站	12791,林头西站 
2920,官堂东站	12791,林头西站 
2919,官堂东站	12791,林头西站 
2916,公仔岑街站	12791,林头西站 
2915,公仔岑街站	12791,林头西站 
2914,公园前站	12791,林头西站 
2913,公园前站	12791,林头西站 
2912,公用事业技校站	12791,林头西站 
2911,公用事业技校站	12791,林头西站 
2910,公安分局站	12791,林头西站 
2909,公安分局站	12791,林头西站 
2902,工业大道口站	12791,林头西站 
2901,工业大道口站	12791,林头西站 
2900,隔塘大街站	12791,林头西站 
2897,革新路总站	12791,林头西站 
2896,革新路口站	12791,林头西站 
2895,革新路口站	12791,林头西站 
2894,革新路(光大花园)总站	12791,林头西站 
2893,高增一村站	12791,林头西站 
2892,高增一村站	12791,林头西站 
2891,高增大桥北站	12791,林头西站 
2890,高增大桥北站	12791,林头西站 
2889,高增村站	12791,林头西站 
2888,高增村站	12791,林头西站 
2887,高塘石站	12791,林头西站 
2886,高塘石站	12791,林头西站 
2885,高塘工业区站	12791,林头西站 
2884,高塘工业区站	12791,林头西站 
2883,高桥大街站	12791,林头西站 
2882,高桥大街站	12791,林头西站 
2881,高桥大街口站	12791,林头西站 
2880,高桥大街口站	12791,林头西站 
2879,高普路口站	12791,林头西站 
2877,港讯小区站	12791,林头西站 
1631,广州火车站总站c	12791,林头西站 
2876,港讯小区站	12791,林头西站 
2875,港湾一村站	12791,林头西站 
2874,港湾一村站	12791,林头西站 
2873,港湾市场站	12791,林头西站 
2872,港湾市场站	12791,林头西站 
2871,港湾路口站	12791,林头西站 
2870,港湾路口站	12791,林头西站 
1627,广州火车东站总站⑨b	12791,林头西站 
1626,广州火车东站总站⑨a	12791,林头西站 
1623,广州火车东站总站⑧b	12791,林头西站 
1622,广州火车东站总站⑧a	12791,林头西站 
1621,广州火车东站总站⑦d	12791,林头西站 
1620,广州火车东站总站⑦c	12791,林头西站 
1619,广州火车东站总站⑦b	12791,林头西站 
1616,广州火车东站总站⑥c	12791,林头西站 
1615,广州火车东站总站⑥b	12791,林头西站 
1614,广州火车东站总站⑥a	12791,林头西站 
1613,广州火车东站总站⑤b	12791,林头西站 
1612,广州火车东站总站⑤a	12791,林头西站 
1611,广州火车东站总站④c	12791,林头西站 
1610,广州火车东站总站④b	12791,林头西站 
1609,广州火车东站总站④a	12791,林头西站 
1608,广州火车东站总站③d	12791,林头西站 
1607,广州火车东站总站③c	12791,林头西站 
1605,广州火车东站总站③a	12791,林头西站 
1604,广州火车东站总站②b	12791,林头西站 
1603,广州火车东站总站②a	12791,林头西站 
1602,广州火车东站总站①b	12791,林头西站 
1601,广州火车东站总站①a	12791,林头西站 
1600,广州花卉博览园总站	12791,林头西站 
1599,广州海关车检场站	12791,林头西站 
1598,广州海关车检场站	12791,林头西站 
1597,广州电大麓湖校区站	12791,林头西站 
1596,广州电大麓湖校区站	12791,林头西站 
1595,广州大学(桂花岗校区)总站	12791,林头西站 
1594,广州大桥南站	12791,林头西站 
1593,广州大桥南站	12791,林头西站 
1592,广州大桥底站	12791,林头西站 
1591,广州大桥底站	12791,林头西站 
1590,广州大剧院西门站	12791,林头西站 
1589,广州大道中站2	12791,林头西站 
1588,广州大道中站2	12791,林头西站 
1587,广州大道中站1	12791,林头西站 
1586,广州大道中站1	12791,林头西站 
1585,广州大道中路口站	12791,林头西站 
1584,广州大道中路口站	12791,林头西站 
1876,百顺北路站	12791,林头西站 
1875,百顺北路站	12791,林头西站 
1874,百稔庄站	12791,林头西站 
1873,百稔庄站	12791,林头西站 
1871,百花路站	12791,林头西站 
1870,百花路站	12791,林头西站 
1869,百花岭北街站	12791,林头西站 
1868,百花岭北街站	12791,林头西站 
1865,百花岭北街口站	12791,林头西站 
1864,百花岭北街口站	12791,林头西站 
1863,白云学院站	12791,林头西站 
1862,白云学院站	12791,林头西站 
1861,白云仙馆站	12791,林头西站 
1860,白云仙馆站	12791,林头西站 
1858,白云索道站2	12791,林头西站 
1857,白云索道站2	12791,林头西站 
1856,白云索道站1	12791,林头西站 
1855,白云索道站1	12791,林头西站 
1854,白云山中药厂站	12791,林头西站 
1853,白云山中药厂站	12791,林头西站 
1852,白云山制药厂总站	12791,林头西站 
1851,白云山制药厂站	12791,林头西站 
1850,白云山制药厂站	12791,林头西站 
1849,白云山管理局站1	12791,林头西站 
1848,白云山管理局站1	12791,林头西站 
1847,白云区政务中心站2	12791,林头西站 
1846,白云区政务中心站2	12791,林头西站 
1845,白云区政务中心站1	12791,林头西站 
1844,白云区政务中心站1	12791,林头西站 
1843,白云区医院站2	12791,林头西站 
1842,白云区医院站2	12791,林头西站 
1841,白云区医院站1	12791,林头西站 
1840,白云区医院站1	12791,林头西站 
1839,白云农批市场站	12791,林头西站 
1838,白云农批市场站	12791,林头西站 
1836,白云路总站4	12791,林头西站 
1835,白云路总站3	12791,林头西站 
1834,白云路总站2	12791,林头西站 
1833,白云路总站1	12791,林头西站 
1832,白云路站3	12791,林头西站 
1830,白云路站1	12791,林头西站 
1829,白云路站	12791,林头西站 
1828,白云货运站	12791,林头西站 
1827,白云货运站	12791,林头西站 
1826,白云花园总站	12791,林头西站 
1825,白云花园站	12791,林头西站 
1823,白云国际会议中心站1	12791,林头西站 
1822,白云国际会议中心站1	12791,林头西站 
1821,白云高尔夫花园总站	12791,林头西站 
1820,白云大道南(金信路口)站	12791,林头西站 
1819,白云大道南(金信路口)站	12791,林头西站 
1816,白云大道(齐富路口)站	12791,林头西站 
1815,白云大道(齐富路口)站	12791,林头西站 
1814,白云宾馆站3	12791,林头西站 
1813,白云宾馆站2	12791,林头西站 
1812,白云宾馆站1	12791,林头西站 
1811,白象岭站	12791,林头西站 
1810,白象岭站	12791,林头西站 
1807,白土站	12791,林头西站 
1806,白土站	12791,林头西站 
1805,白天鹅花园总站	12791,林头西站 
1804,白鳝塘总站	12791,林头西站 
1803,白山村站	12791,林头西站 
1802,白山村站	12791,林头西站 
1801,白沙总站	12791,林头西站 
1800,白沙镇政府站	12791,林头西站 
1799,白沙镇政府站	12791,林头西站 
1798,白沙湖站	12791,林头西站 
1797,白沙湖站	12791,林头西站 
1796,白沙(中海金沙湾)总站	12791,林头西站 
1795,白米布站	12791,林头西站 
1794,白米布站	12791,林头西站 
1793,白兰花园站	12791,林头西站 
1792,白兰花园站	12791,林头西站 
1791,白鹤洞站	12791,林头西站 
1790,白鹤洞站	12791,林头西站 
1785,八十四中学站	12791,林头西站 
1784,八十四中学站	12791,林头西站 
1781,澳洲山庄站	12791,林头西站 
1780,澳洲山庄站	12791,林头西站 
1779,奥体路站	12791,林头西站 
1778,奥体路站	12791,林头西站 
1776,奥林匹克中心北门站	12791,林头西站 
1775,奥林匹克体育中心总站	12791,林头西站 
1774,奥林匹克花园总站	12791,林头西站 
1773,坳岗站	12791,林头西站 
1772,坳岗站	12791,林头西站 
1771,安新路站	12791,林头西站 
1770,安新路站	12791,林头西站 
1769,安新路南站	12791,林头西站 
1768,安新路南站	12791,林头西站 
1767,安平村站	12791,林头西站 
1766,安平村站	12791,林头西站 
1765,安华装饰城总站	12791,林头西站 
1764,安华装饰城站	12791,林头西站 
1763,安华装饰城站	12791,林头西站 
1762,爱群大厦站	12791,林头西站 
1761,爱群大厦站1	12791,林头西站 
1491,长湴市场站	12791,林头西站 
1490,长湴市场站	12791,林头西站 
1489,长湴工业街站	12791,林头西站 
1488,长湴工业街站	12791,林头西站 
1487,长湴村站	12791,林头西站 
1486,长湴村站	12791,林头西站 
1483,长安站	12791,林头西站 
1482,长安站	12791,林头西站 
1481,张村站	12791,林头西站 
1480,张村站	12791,林头西站 
1479,张村(石潭西路)站	12791,林头西站 
1478,张村(石潭西路)站	12791,林头西站 
1476,站前路总站1	12791,林头西站 
1474,站前路站	12791,林头西站 
1472,站前路站	12791,林头西站 
1471,站前路(西郊大厦)总站	12791,林头西站 
1470,站前横路站	12791,林头西站 
1469,站前横路站	12791,林头西站 
1468,站南路站2	12791,林头西站 
1467,站南路站1	12791,林头西站 
1466,增南路站	12791,林头西站 
1465,增南路站	12791,林头西站 
1464,增南路口站	12791,林头西站 
1463,增南路口站	12791,林头西站 
1461,增滘村站	12791,林头西站 
1460,增滘村站	12791,林头西站 
1457,云苑直街站	12791,林头西站 
1456,云苑直街口站	12791,林头西站 
1455,云苑一街站	12791,林头西站 
1454,云苑一街口站	12791,林头西站 
1453,云苑新村总站2	12791,林头西站 
1452,云苑新村总站1	12791,林头西站 
1449,云霄路站	12791,林头西站 
1448,云霄路站	12791,林头西站 
1446,云祥居委站	12791,林头西站 
1445,云祥居委站	12791,林头西站 
1444,云溪路中站	12791,林头西站 
1443,云溪路中站	12791,林头西站 
1440,云台花园总站④	12791,林头西站 
1439,云台花园总站③	12791,林头西站 
1437,云台花园总站①	12791,林头西站 
1436,云台花园站	12791,林头西站 
1435,云山诗意站	12791,林头西站 
7048,聚贤街牌坊	12791,林头西站 
7043,云城南二路站	12791,林头西站 
7040,三骏市场	12791,林头西站 
7037,三骏市场	12791,林头西站 
7032,金沙南路站	12791,林头西站 
9904,梅花村站2	12791,林头西站 
7024,流潮站	12791,林头西站 
7018,银印站	12791,林头西站 
7017,里水桥南站	12791,林头西站 
7012,下亨田站	12791,林头西站 
7010,南海管业城站	12791,林头西站 
7005,洲村市场站	12791,林头西站 
7001,旗峰小学	12791,林头西站 
6996,上沙涌	12791,林头西站 
6991,市场站	12791,林头西站 
6987,白鳝塘站	12791,林头西站 
6985,太成站	12791,林头西站 
9901,小坪立交桥站	12791,林头西站 
6976,田美新村站	12791,林头西站 
6972,田美村站	12791,林头西站 
6970,金菊花园站	12791,林头西站 
6968,圆玄小学站	12791,林头西站 
6962,杨屋村站	12791,林头西站 
6957,南航路口站	12791,林头西站 
6954,合成站	12791,林头西站 
6953,南航路口站	12791,林头西站 
6947,杨屋市场站	12791,林头西站 
6945,车辆厂技校站	12791,林头西站 
6943,大华市场站	12791,林头西站 
6942,圆玄小学站	12791,林头西站 
6940,金菊花园站	12791,林头西站 
6939,钻石花园站	12791,林头西站 
6937,云山中学站	12791,林头西站 
6932,莲塘南站	12791,林头西站 
6931,清布中学站	12791,林头西站 
9946,东平北路站	12791,林头西站 
9882,人民日报华南分社站2	12791,林头西站 
6919,新业路北(斗塘路口)站	12791,林头西站 
6916,玉岩路中站	12791,林头西站 
6915,玉岩路中站	12791,林头西站 
6910,萝峰小学站	12791,林头西站 
6907,荔红公园站	12791,林头西站 
6903,田心西路站	12791,林头西站 
10062,慕园村站	12791,林头西站 
6899,田心社区站	12791,林头西站 
6895,田心西路站	12791,林头西站 
10018,黄岐镇政府总站	12791,林头西站 
9850,广排站2	12791,林头西站 
9837,烈士陵园	12791,林头西站 
9811,班岭村口站	12791,林头西站 
9808,西村地铁站总站	12791,林头西站 
2490,东华东路站	12791,林头西站 
2489,东华东路站	12791,林头西站 
2488,东华村站	12791,林头西站 
2487,东华村站	12791,林头西站 
11398,新造职中站	12791,林头西站 
11397,新谭路口站	12791,林头西站 
11396,新造医院站	12791,林头西站 
11153,仑头立交站	12791,林头西站 
11128,花都杨屋汽车站	12791,林头西站 
11127,花都杨屋汽车站	12791,林头西站 
11120,大巷涌路口站	12791,林头西站 
11102,石基小学站	12791,林头西站 
11101,三坭涌站	12791,林头西站 
11079,均冲站	12791,林头西站 
11075,红星村站	12791,林头西站 
11068,沙尾站	12791,林头西站 
11059,均冲站	12791,林头西站 
11051,灵山医院站	12791,林头西站 
12269,榄核公交站	12791,林头西站 
11004,禺山大道西站	12791,林头西站 
10995,小平牌坊站	12791,林头西站 
10993,象贤中学北门站	12791,林头西站 
10973,沙湾派出所站	12791,林头西站 
10967,为民中路站	12791,林头西站 
10948,沙湾总站	12791,林头西站 
10919,龙岐路口站	12791,林头西站 
10918,龙岐路口站	12791,林头西站 
10907,康泰园站	12791,林头西站 
10901,江南新村站	12791,林头西站 
10885,荷景花园站	12791,林头西站 
10880,公路局南城分局站	12791,林头西站 
10878,公安基地站	12791,林头西站 
12211,五沙小学站	12791,林头西站 
12207,五沙一村站	12791,林头西站 
12191,顺番加油站	12791,林头西站 
12165,西区第一体育中心总站	12791,林头西站 
12149,屏一村总站	12791,林头西站 
12100,北太路东	12791,林头西站 
11171,广铁一中站	12791,林头西站 
11166,海傍水乡站	12791,林头西站 
12105,高屋村	12791,林头西站 
11160,广铁一中站	12791,林头西站 
11148,大朗北路口站	12791,林头西站 
11126,花都雅居乐锦城花园总站	12791,林头西站 
11108,晒缯涌站	12791,林头西站 
11098,七十七站	12791,林头西站 
11090,鱼窝头车站总站	12791,林头西站 
11086,朗晴工业区站	12791,林头西站 
11085,东涌万兴路总站	12791,林头西站 
11076,长莫村委站	12791,林头西站 
11072,十四队站	12791,林头西站 
11069,万洲水闸总站	12791,林头西站 
11066,十四队站	12791,林头西站 
11062,长莫村委站	12791,林头西站 
11052,灵山路口南站	12791,林头西站 
11047,宜安村站	12791,林头西站 
11017,高新沙路口站	12791,林头西站 
11013,珠宝产业园站	12791,林头西站 
11008,樟边村总站	12791,林头西站 
11005,禺山大道西站	12791,林头西站 
11002,涌边村站	12791,林头西站 
10992,象贤中学北门站	12791,林头西站 
11131,石井(市114中)总站	12791,林头西站 
10972,沙湾派出所站	12791,林头西站 
10958,市桥中心小学站	12791,林头西站 
10945,沙湾南村站	12791,林头西站 
10940,沙头中学站	12791,林头西站 
10926,桥东小学站	12791,林头西站 
10914,龙岐村委站	12791,林头西站 
10902,捷进中路站	12791,林头西站 
10895,黄沙岛花园站	12791,林头西站 
10887,横坑村站	12791,林头西站 
12175,碧桂东苑	12791,林头西站 
12122,观龙岛公交总站	12791,林头西站 
12103,和乐路	12791,林头西站 
11172,技术官员村站	12791,林头西站 
11167,亚运城综合体育馆站	12791,林头西站 
12107,珠江西路南站	12791,林头西站 
11161,亚运城国际商业街站	12791,林头西站 
11140,凤凰四路站	12791,林头西站 
6860,粤溪北路站	12791,林头西站 
6853,荔德路站	12791,林头西站 
6841,上步大道站	12791,林头西站 
6810,粤溪南路口站	12791,林头西站 
6796,上涉总站	12791,林头西站 
6762,白土村站	12791,林头西站 
6731,白沙村口站	12791,林头西站 
6716,神山大道西站	12791,林头西站 
10190,天顺路站	12791,林头西站 
10179,同德乡站	12791,林头西站 
10169,大转弯站	12791,林头西站 
6683,碑记街站	12791,林头西站 
10156,南岗公交站场总站1	12791,林头西站 
10145,米龙村	12791,林头西站 
10138,黄石北收费站	12791,林头西站 
10137,黄石北收费站	12791,林头西站 
10121,红旗路站	12791,林头西站 
10114,北村(黄岐)站	12791,林头西站 
6639,江城路站	12791,林头西站 
6637,江高小塘站	12791,林头西站 
10100,高田街东站	12791,林头西站 
6631,蓼江小学站	12791,林头西站 
6615,蓼江上梁站	12791,林头西站 
10096,岗贝路口站	12791,林头西站 
6594,罗溪中路站	12791,林头西站 
6585,井岗大道北街口站	12791,林头西站 
6582,雄丰路口站	12791,林头西站 
10084,王园路站	12791,林头西站 
10080,沙河站2	12791,林头西站 
6575,沐陂村站	12791,林头西站 
6572,高普路北站	12791,林头西站 
6570,高普路中站	12791,林头西站 
6569,高普路软件路口站	12791,林头西站 
10073,桥中总站	12791,林头西站 
10053,生物岛北站	12791,林头西站 
6558,光宝路站	12791,林头西站 
6552,平洲医院路口	12791,林头西站 
10044,沙涌站2	12791,林头西站 
6537,平南市场	12791,林头西站 
6527,岑村红花岗站	12791,林头西站 
6520,广州塔东站	12791,林头西站 
6514,岑村红花岗站	12791,林头西站 
6504,裕丰村站	12791,林头西站 
6501,海傍村站	12791,林头西站 
6498,前锋村站	12791,林头西站 
6496,区公汽公司站	12791,林头西站 
6494,番禺汽车客运站	12791,林头西站 
6493,金海岸花园站	12791,林头西站 
6491,石岗村站	12791,林头西站 
6488,清河市场站	12791,林头西站 
6482,区政府东门	12791,林头西站 
6479,龙美村站	12791,林头西站 
6473,南大路口站	12791,林头西站 
6470,冼庄立交站	12791,林头西站 
10007,邮电大厦(德兴路)站	12791,林头西站 
6429,南翔一路西站	12791,林头西站 
9998,锦绣文化中心站	12791,林头西站 
6404,山塘村站	12791,林头西站 
6388,广汕路(万龙路)总站	12791,林头西站 
6382,瑶华街口站	12791,林头西站 
9973,修理三厂站1	12791,林头西站 
9876,南华东路站	12791,林头西站 
9821,沙渡路(北大附中)站	12791,林头西站 
6359,体育中心总站	12791,林头西站 
6357,岑村沙浦大街站	12791,林头西站 
9637,南泰路东站	12791,林头西站 
6353,广从路口站	12791,林头西站 
9603,旺岗村站	12791,林头西站 
6351,八十一中学站	12791,林头西站 
6349,花城大道(华穗路口)站	12791,林头西站 
6348,康王路(上下九)总站(总站)	12791,林头西站 
6347,云城西路南站	12791,林头西站 
6336,云苑新村站	12791,林头西站 
6330,萝岗香雪公园总站	12791,林头西站 
6329,阅江西路东站	12791,林头西站 
9932,人民日报华南分社站	12791,林头西站 
9869,人民北路站	12791,林头西站 
9781,丰鑫装饰材料城站	12791,林头西站 
9847,广纸路总站	12791,林头西站 
9825,军体院站2	12791,林头西站 
9587,茅岗村口站	12791,林头西站 
9862,中山七路站	12791,林头西站 
9529,杨箕村站1	12791,林头西站 
6310,岑村东街口站	12791,林头西站 
6309,岑村小学站	12791,林头西站 
6308,岑村小学站	12791,林头西站 
6307,阅江中路站	12791,林头西站 
6306,阅江中路站	12791,林头西站 
6305,会展公园站	12791,林头西站 
9669,塘步东站	12791,林头西站 
9516,员村山顶站3	12791,林头西站 
9805,石牌村站4	12791,林头西站 
9506,白云山管理局站2	12791,林头西站 
9544,荔湾路口站2	12791,林头西站 
9500,解放中路站3	12791,林头西站 
11980,石基三中(富怡路)站	12791,林头西站 
11979,东方白云花园站	12791,林头西站 
11978,朗陶居站	12791,林头西站 
11977,金业别墅花园站	12791,林头西站 
11976,绿庭雅苑站	12791,林头西站 
11975,汇景大道站	12791,林头西站 
11974,洋五洲站	12791,林头西站 
11973,西村路口站	12791,林头西站 
11972,浮沙村站	12791,林头西站 
11971,古坝市场站	12791,林头西站 
11970,新洲村委站	12791,林头西站 
11969,龙湾村站	12791,林头西站 
11968,龙湾小学站	12791,林头西站 
11967,龙湾小学站	12791,林头西站 
11966,紫坭村委站	12791,林头西站 
11965,小平路口站	12791,林头西站 
11964,大富村站	12791,林头西站 
11963,横江村站	12791,林头西站 
11962,横江村站	12791,林头西站 
11961,大刀沙村尾站	12791,林头西站 
11960,草河小学站	12791,林头西站 
11958,思贤村站	12791,林头西站 
11670,裕丰东站	12791,林头西站 
11669,深沙村站	12791,林头西站 
11668,沙北村站	12791,林头西站 
11667,沙尾村站	12791,林头西站 
11666,草堂车站	12791,林头西站 
11665,仙岭村站	12791,林头西站 
11664,明经村站	12791,林头西站 
11663,爱莲村站	12791,林头西站 
11662,金湖工业区站	12791,林头西站 
11661,岳溪村站	12791,林头西站 
11660,大岭村站	12791,林头西站 
11659,化龙医院站	12791,林头西站 
11658,番艺花园站	12791,林头西站 
11657,南坑村口站	12791,林头西站 
11656,石基三中(城区大道)站	12791,林头西站 
11655,金山小学站	12791,林头西站 
11654,桥山村站	12791,林头西站 
11653,石基小学大龙校区站	12791,林头西站 
11652,桥山工业区站	12791,林头西站 
11651,文边村站	12791,林头西站 
11650,旧水坑小学站	12791,林头西站 
11649,旧水坑村总站	12791,林头西站 
11648,水濂小学站	12791,林头西站 
11647,新水坑文化中心站	12791,林头西站 
11646,坑头村站	12791,林头西站 
11645,樟边村站	12791,林头西站 
11644,龙美村(迎新路)站	12791,林头西站 
11643,康裕园站	12791,林头西站 
11642,华侨城站	12791,林头西站 
11641,西丽桥北站	12791,林头西站 
11640,市桥医院(西环路)站	12791,林头西站 
11639,三其大街站	12791,林头西站 
11638,大龙居委站	12791,林头西站 
11637,大龙居委站	12791,林头西站 
11636,富怡苑站	12791,林头西站 
11635,新世纪花园站	12791,林头西站 
11634,农校南门站	12791,林头西站 
11633,浮沙村站	12791,林头西站 
11632,古坝市场站	12791,林头西站 
11631,古坝电影院站	12791,林头西站 
11630,古东工业区站	12791,林头西站 
11629,大桥头站	12791,林头西站 
11628,紫坭村委站	12791,林头西站 
11627,紫坭村口站	12791,林头西站 
11626,番禺博物馆站	12791,林头西站 
11625,大富村站	12791,林头西站 
11624,南区公园(福德路)站	12791,林头西站 
11623,草河小学站	12791,林头西站 
11622,草河村委站	12791,林头西站 
11620,华南新城北区西门站	12791,林头西站 
11619,广州雅居乐总站	12791,林头西站 
11618,新造职中站	12791,林头西站 
11617,思贤村站	12791,林头西站 
11616,兴业大道北站	12791,林头西站 
11615,新造中心小学站	12791,林头西站 
11614,崇德村站	12791,林头西站 
11613,文山村站	12791,林头西站 
11601,人民村站	12791,林头西站 
11600,张松村总站	12791,林头西站 
11599,榄核涌站	12791,林头西站 
11598,榄核镇政府站	12791,林头西站 
11597,创信鞋厂站	12791,林头西站 
11596,九比村总站	12791,林头西站 
11595,同康路站	12791,林头西站 
11594,梅山村(金光大道)站	12791,林头西站 
11593,南村镇政府西门站	12791,林头西站 
11592,地铁汉溪长隆站	12791,林头西站 
12181,南双玉工业区	12791,林头西站 
11590,地铁东涌总站	12791,林头西站 
11589,东涌名苑站	12791,林头西站 
12188,西丽桥南站	12791,林头西站 
12187,大夫山森林公园路口	12791,林头西站 
11580,南沙体育馆站	12791,林头西站 
11575,广州机床厂站	12791,林头西站 
11574,钟村牌坊站	12791,林头西站 
11573,锦绣生态园南门站	12791,林头西站 
11572,屏一桥站	12791,林头西站 
11571,西二村(西张二路)站	12791,林头西站 
11569,长江数码花园站	12791,林头西站 
11568,天发厂站	12791,林头西站 
11567,石兴大道南站	12791,林头西站 
11566,西涌站	12791,林头西站 
11565,石壁中学站	12791,林头西站 
11564,钟村屠场站	12791,林头西站 
11563,锦绣趣园站	12791,林头西站 
11562,沙墟一村站	12791,林头西站 
11561,复苏站	12791,林头西站 
11560,永字街站	12791,林头西站 
11559,莲花山车站总站	12791,林头西站 
11558,石楼派出所站	12791,林头西站 
11557,裕丰东站	12791,林头西站 
11556,裕丰桥站	12791,林头西站 
11555,裕丰桥站	12791,林头西站 
11554,南派花场站	12791,林头西站 
11553,西窖村站	12791,林头西站 
11552,合兴村站	12791,林头西站 
11551,打捞局总站	12791,林头西站 
11550,山门牌坊站	12791,林头西站 
11549,大岭村站	12791,林头西站 
11548,罗家村(番禺大道)站	12791,林头西站 
11547,交警大队站	12791,林头西站 
11546,美食广场南门站	12791,林头西站 
11544,金山村委站	12791,林头西站 
11543,大龙玻璃厂站	12791,林头西站 
11542,大龙玻璃厂站	12791,林头西站 
11541,石基小学大龙校区站	12791,林头西站 
11540,凌边村站	12791,林头西站 
11539,天德厂站	12791,林头西站 
11538,凌边总站	12791,林头西站 
11537,凌边工业区站	12791,林头西站 
11536,金山路口站	12791,林头西站 
11535,文边工业区站	12791,林头西站 
11534,坑头工业区站	12791,林头西站 
11533,坑头生态园站	12791,林头西站 
11532,新水坑村生态园站	12791,林头西站 
11531,新水坑站	12791,林头西站 
11530,东沙村天桥站	12791,林头西站 
11529,西堤小区站	12791,林头西站 
11528,海滨大厦站	12791,林头西站 
11527,西丽桥北站	12791,林头西站 
11526,长坦村口站	12791,林头西站 
11525,低涌村总站	12791,林头西站 
11524,富庭花园站	12791,林头西站 
11523,大龙小学站	12791,林头西站 
11522,大龙经济发展公司站	12791,林头西站 
11521,大龙经济发展公司站	12791,林头西站 
11520,茶东东村站	12791,林头西站 
11519,茶东村西站	12791,林头西站 
11518,茶东村西站	12791,林头西站 
11517,东方白云花园站	12791,林头西站 
11516,金业别墅花园站	12791,林头西站 
11515,德宝花园正门站	12791,林头西站 
11514,喜盈雅境站	12791,林头西站 
11513,万科城站	12791,林头西站 
11512,西村路口站	12791,林头西站 
11511,西村工业区站	12791,林头西站 
11510,紫坭村口站	12791,林头西站 
11509,沙头新村站	12791,林头西站 
11508,气象局站	12791,林头西站 
11507,沙龙尾站	12791,林头西站 
11506,华南新城南区正门站	12791,林头西站 
11505,华南新城南区正门站	12791,林头西站 
11504,新造中心小学站	12791,林头西站 
11503,崇德村站	12791,林头西站 
11502,新造地铁站总站	12791,林头西站 
12176,变电站	12791,林头西站 
11491,万安村站	12791,林头西站 
11490,万安村站	12791,林头西站 
11489,牛角桥北站	12791,林头西站 
11488,牛角村站	12791,林头西站 
11487,湴湄村站	12791,林头西站 
11486,子沙村委站	12791,林头西站 
11485,八沙村站	12791,林头西站 
11484,八沙村站	12791,林头西站 
11483,飞鹰厂站	12791,林头西站 
11482,星海小学站	12791,林头西站 
11481,蔡新路口站	12791,林头西站 
11480,榄核派出所站	12791,林头西站 
11479,西线路口站	12791,林头西站 
11478,墩塘工业区站	12791,林头西站 
11477,创信鞋厂站	12791,林头西站 
11476,东深天益村站	12791,林头西站 
11474,市头村站	12791,林头西站 
11473,南村车站	12791,林头西站 
11471,东涌名苑站	12791,林头西站 
11470,甘岗村站	12791,林头西站 
11466,滨海花园站	12791,林头西站 
11461,钟村文化广场站	12791,林头西站 
11459,钟村交警中队站	12791,林头西站 
11458,都那站	12791,林头西站 
11457,西三寸渡口站	12791,林头西站 
11456,富裕围站	12791,林头西站 
11455,富裕围站	12791,林头西站 
11454,天发厂站	12791,林头西站 
11452,百越广场南门站	12791,林头西站 
11451,盛泰花园站	12791,林头西站 
11450,盛泰花园站	12791,林头西站 
11449,多州站	12791,林头西站 
11448,石楼派出所站	12791,林头西站 
11447,南派村站	12791,林头西站 
11446,官涌村站	12791,林头西站 
11445,天陆桥站	12791,林头西站 
11444,新村站	12791,林头西站 
11443,合兴村站	12791,林头西站 
11442,江鸥村站	12791,林头西站 
11441,沙尾村站	12791,林头西站 
11440,仙岭村站	12791,林头西站 
11439,下山门村总站	12791,林头西站 
11438,官桥新村站	12791,林头西站 
11437,应塘坊站	12791,林头西站 
11436,柏堂村站	12791,林头西站 
11435,东兴路口站	12791,林头西站 
11434,东盛路站	12791,林头西站 
11433,东盛路站	12791,林头西站 
11432,谭边村站	12791,林头西站 
11431,旧水坑中心街站	12791,林头西站 
12262,黄麻社区居委会	12791,林头西站 
12221,烨辉站	12791,林头西站 
12208,五沙一村站	12791,林头西站 
12217,烨辉站	12791,林头西站 
12364,铁路桥站	12791,林头西站 
12226,安博基业公司站	12791,林头西站 
12251,心和村站	12791,林头西站 
12402,环镇西路南站	12791,林头西站 
12401,环镇西路南站	12791,林头西站 
12400,环镇西路站	12791,林头西站 
12399,高塘市场站	12791,林头西站 
12398,江人路(广花路口)站	12791,林头西站 
12397,建南村站	12791,林头西站 
12396,新联村站	12791,林头西站 
12395,下坑庄站	12791,林头西站 
12394,城壕庄站	12791,林头西站 
12393,鸦湖公园站	12791,林头西站 
12392,聚贤街口站	12791,林头西站 
12391,西成村委站	12791,林头西站 
12390,西成路中站	12791,林头西站 
12389,西成路中站	12791,林头西站 
12388,西成村委站	12791,林头西站 
12387,聚贤街口站	12791,林头西站 
12386,鸦湖公园站	12791,林头西站 
12385,城壕庄站	12791,林头西站 
12384,下坑庄站	12791,林头西站 
12383,新联村站	12791,林头西站 
12382,建南村站	12791,林头西站 
12381,江人路(广花路口)站	12791,林头西站 
12380,高塘市场站	12791,林头西站 
12379,环镇西路站	12791,林头西站 
12378,江高(广东技术师范学院)总站	12791,林头西站 
12373,雅居乐花园站	12791,林头西站 
12372,雅居乐花园站	12791,林头西站 
12370,花都美居中心站	12791,林头西站 
12368,新聚福站	12791,林头西站 
12367,新塘供电所站	12791,林头西站 
12363,民营工业园(增城)站	12791,林头西站 
12361,民营工业园(增城)站	12791,林头西站 
12359,茅草庄村站	12791,林头西站 
12270,榄核公交站	12791,林头西站 
12266,会江地铁站	12791,林头西站 
12259,八哥村站	12791,林头西站 
12249,南村站	12791,林头西站 
12241,蚬涌市场站	12791,林头西站 
