8563,柏兴中路站	1,竹料墟站 
4657,荔香路南站	805,谢村站 
4656,荔香路南站	805,谢村站 
4649,荔联街道办站	805,谢村站 
4648,荔联街道办站	805,谢村站 
384,亭石北路口站	805,谢村站 
1330,元新街站	805,谢村站 
1316,元贝站	805,谢村站 
1315,元贝站	805,谢村站 
1314,元贝桥站	805,谢村站 
1313,元贝桥站	805,谢村站 
1312,元贝村总站	805,谢村站 
1308,裕海路站	805,谢村站 
1307,育英路站	805,谢村站 
1306,育英路站	805,谢村站 
1302,玉树新村站	805,谢村站 
5714,金坑站	805,谢村站 
5709,金湖大酒店站	805,谢村站 
5703,金碧路总站	805,谢村站 
5699,解放庄站	805,谢村站 
5678,滘心小学站	805,谢村站 
5675,滘心市场站	805,谢村站 
5674,滘心路口站	805,谢村站 
5670,滘心大道站	805,谢村站 
5665,滘心村站	805,谢村站 
5646,蕉园路中站	805,谢村站 
5645,蕉园路中站	805,谢村站 
5644,蕉园路西站	805,谢村站 
5643,蕉园路西站	805,谢村站 
5642,蕉园路东站	805,谢村站 
5641,蕉园路东站	805,谢村站 
5621,江新路站	805,谢村站 
5617,江晓路(晓港湾)站	805,谢村站 
5616,江夏西头大街站	805,谢村站 
5615,江夏西头大街站	805,谢村站 
5614,江夏锁厂站	805,谢村站 
5613,江夏锁厂站	805,谢村站 
5612,江夏牌坊总站	805,谢村站 
5611,江夏九社站	805,谢村站 
5610,江夏九社站	805,谢村站 
5609,江夏大塘大街站	805,谢村站 
5608,江夏大塘大街站	805,谢村站 
5606,江夏北一路站	805,谢村站 
5605,江夏北一路站	805,谢村站 
5604,江夏北二路总站	805,谢村站 
5388,汇彩路口站	805,谢村站 
5387,回龙亭站	805,谢村站 
5386,回龙亭站	805,谢村站 
5380,凰岗凤凰大道东站	805,谢村站 
8562,柏兴中路站	805,谢村站 
5249,黄登村总站	805,谢村站 
5247,黄登村口站	805,谢村站 
5244,黄村站B3	805,谢村站 
5240,黄村站B1	805,谢村站 
5239,黄村站	805,谢村站 
5238,黄村站	805,谢村站 
5237,黄村训练基地总站	805,谢村站 
5235,黄村训练基地站	805,谢村站 
5234,黄村路西站	805,谢村站 
5233,黄村路西站	805,谢村站 
5232,黄村路口站	805,谢村站 
5230,黄村立交站	805,谢村站 
5229,黄村立交南站	805,谢村站 
5227,黄村东路口站	805,谢村站 
5225,黄村地铁站	805,谢村站 
5223,黄村村委站	805,谢村站 
5222,黄村村委站	805,谢村站 
5221,黄村北总站	805,谢村站 
5220,黄村北路站	805,谢村站 
5219,黄村北路站	805,谢村站 
5212,黄边三横路站	805,谢村站 
6101,勒竹新村站	805,谢村站 
6096,乐陶街口站	805,谢村站 
6094,乐嘉路中站	805,谢村站 
6090,乐嘉路西站	805,谢村站 
6089,乐墩路口站	805,谢村站 
6088,乐墩路口站	805,谢村站 
6074,揽月路口站	805,谢村站 
6073,来安四街站	805,谢村站 
6072,来安四街站	805,谢村站 
6071,来安三街站	805,谢村站 
6070,来安三街站	805,谢村站 
8265,光谱中路东站	805,谢村站 
10353,太子广场站	805,谢村站 
10352,阳光路站	805,谢村站 
10349,永兴市场站	805,谢村站 
10347,龙泉路口站	805,谢村站 
10343,永兴市场站	805,谢村站 
10342,振兴村委站	805,谢村站 
10341,民容路口站	805,谢村站 
8213,伴河路站	805,谢村站 
10330,邝维煜中学站	805,谢村站 
10329,人爱医院站	805,谢村站 
10328,松园里站	805,谢村站 
8195,凤尾村委站	805,谢村站 
10326,星光汇(摩登百货)站	805,谢村站 
10325,金锣湾站	805,谢村站 
10315,水边村站	805,谢村站 
10309,四角围站	805,谢村站 
10307,风神公寓站	805,谢村站 
5195,黄陂社区总站	805,谢村站 
5190,黄榜岭站	805,谢村站 
5184,宦溪西路站	805,谢村站 
5183,宦溪西路站	805,谢村站 
5182,宦溪西路西站	805,谢村站 
5181,宦溪西路西站	805,谢村站 
5172,环镇路口站	805,谢村站 
5171,环镇路口站	805,谢村站 
5166,环岭路总站	805,谢村站 
5164,环滘站	805,谢村站 
5163,环滘工业区站	805,谢村站 
5148,环场路站	805,谢村站 
5139,华阳路口站	805,谢村站 
5131,华师康大学院站	805,谢村站 
5130,华师附中新世界学校站	805,谢村站 
5124,华泉社区站	805,谢村站 
5123,华泉社区站	805,谢村站 
5366,黄屋村站	805,谢村站 
5365,黄田大道中站	805,谢村站 
5364,黄田大道中站	805,谢村站 
5363,黄田村站	805,谢村站 
5362,黄田村站	805,谢村站 
5361,黄田村委站	805,谢村站 
5360,黄田村委站	805,谢村站 
5352,黄石路南总站	805,谢村站 
5335,黄沙总站②	805,谢村站 
5331,黄沙岗站	805,谢村站 
5328,黄沙岗大街北站	805,谢村站 
5312,黄岐百货大厦站	805,谢村站 
5307,黄埔水库站	805,谢村站 
5297,黄埔客运站站B	805,谢村站 
5295,黄埔客运站	805,谢村站 
5294,黄埔客运站	805,谢村站 
5290,黄埔科技园站	805,谢村站 
5288,黄埔技工学校站	805,谢村站 
5282,黄埔村站	805,谢村站 
5280,黄埔村南村口站	805,谢村站 
5279,黄麻小学站	805,谢村站 
5278,黄麻小学站	805,谢村站 
5274,黄麻村站	805,谢村站 
5272,黄麻村口站	805,谢村站 
5270,黄麻村经济合作社站	805,谢村站 
5269,黄麻村经济合作社站	805,谢村站 
5266,黄华路口站	805,谢村站 
5265,黄华路	805,谢村站 
5259,黄海路站	805,谢村站 
6112,科学大道(揽月路路口)站	805,谢村站 
5900,骏逸苑站	805,谢村站 
5898,骏业路中站	805,谢村站 
5894,骏业路东(佳大时代公寓)站	805,谢村站 
5892,骏威客车厂站	805,谢村站 
5889,骏功路站	805,谢村站 
5888,骏功路站	805,谢村站 
5887,骏功路西站	805,谢村站 
5886,骏功路西站	805,谢村站 
5885,骏达路中站	805,谢村站 
5884,骏达路中站	805,谢村站 
5883,骏成路东站	805,谢村站 
5882,骏成路东站	805,谢村站 
5881,均田站	805,谢村站 
5880,均田站	805,谢村站 
5874,均和村站	805,谢村站 
10013,龙河中路口站	805,谢村站 
9921,大东门（中山三路）站	805,谢村站 
6364,碑记街站	805,谢村站 
5857,掬泉路站	805,谢村站 
5854,旧围村站	805,谢村站 
5852,旧围村口站	805,谢村站 
5851,旧围村口站	805,谢村站 
5850,旧市场路口站	805,谢村站 
5849,旧市场路口站	805,谢村站 
5847,旧江村桥头站	805,谢村站 
5845,旧国光电器厂站	805,谢村站 
3232,塘贝村站	805,谢村站 
3231,棠涌南街站	805,谢村站 
4805,龙归华侨医院站	805,谢村站 
4804,龙归(园夏村)总站	805,谢村站 
4803,龙岗村站	805,谢村站 
4802,龙岗村站	805,谢村站 
4801,龙岗村口站	805,谢村站 
4780,六社社址站	805,谢村站 
4769,刘家沙站	805,谢村站 
4719,蓼江村站	805,谢村站 
4718,蓼江村站	805,谢村站 
4717,寮竹路站	805,谢村站 
4716,寮竹路站	805,谢村站 
4715,寮采中路站	805,谢村站 
4714,寮采中路站	805,谢村站 
4711,良田南路站	805,谢村站 
4710,良田南路站	805,谢村站 
4707,良田环村西站	805,谢村站 
4706,良田环村西站	805,谢村站 
4703,良城三路站	805,谢村站 
4702,良城三路站	805,谢村站 
9783,丰鑫装饰材料城站	805,谢村站 
6031,科新路站	805,谢村站 
6027,科翔路(尖塔山路口)站	805,谢村站 
6026,科翔路(尖塔山路口)站	805,谢村站 
6025,科林路总站	805,谢村站 
6024,科林路中站	805,谢村站 
6023,科林路中站	805,谢村站 
6021,科甲水站	805,谢村站 
6017,科丰路中站	805,谢村站 
6014,科丰路北站	805,谢村站 
7748,新墩下基市场大街站	805,谢村站 
4520,石溪东路站	805,谢村站 
4518,石溪村口站	805,谢村站 
4493,石牌桥站	805,谢村站 
4492,石牌桥站	805,谢村站 
4484,石门街站	805,谢村站 
4481,石马站	805,谢村站 
4472,石龙站	805,谢村站 
4455,石井潭村总站2	805,谢村站 
4444,石井(朝阳村)站	805,谢村站 
4440,石化生活区站	805,谢村站 
4439,石化生活区站	805,谢村站 
4437,石化路口站	805,谢村站 
4436,石化路口站	805,谢村站 
4435,石化厂站	805,谢村站 
4434,石化厂站	805,谢村站 
4433,石湖小学站	805,谢村站 
4432,石湖小学站	805,谢村站 
4431,石湖村站	805,谢村站 
4427,石湖村祠堂总站	805,谢村站 
4425,石湖部队站	805,谢村站 
4386,师大暨大站B3	805,谢村站 
4381,师大暨大站	805,谢村站 
4380,师大暨大站	805,谢村站 
4354,省建筑技工学校站	805,谢村站 
4344,生活区总站	805,谢村站 
9619,南岗西路口站	805,谢村站 
9618,南岗西路口站	805,谢村站 
4340,神舟路中站	805,谢村站 
4338,神舟路北站	805,谢村站 
4336,神山站	805,谢村站 
4335,神山站	805,谢村站 
4334,神山商贸城站	805,谢村站 
4329,深井市场站	805,谢村站 
4328,深井码头总站	805,谢村站 
5096,华坑生态村总站	805,谢村站 
5095,华坑路站	805,谢村站 
5094,华坑路站	805,谢村站 
5082,华景新城站B3	805,谢村站 
5077,华景新城站	805,谢村站 
5076,华景新城站	805,谢村站 
5071,华景大道东站	805,谢村站 
5069,华海街口站	805,谢村站 
5068,华海街口站A	805,谢村站 
5048,花园路站	805,谢村站 
5047,花园路站	805,谢村站 
5046,花园路口站	805,谢村站 
5045,花园路口站	805,谢村站 
5017,花城大道(地铁潭村站)站	805,谢村站 
5015,护林路(珠村)站	805,谢村站 
5014,护林路西站	805,谢村站 
5002,胡氏祠堂站	805,谢村站 
5001,胡氏祠堂站	805,谢村站 
5000,后滘西大街站	805,谢村站 
4999,后滘西大街站	805,谢村站 
4998,后滘大街总站	805,谢村站 
4993,后滘村口站	805,谢村站 
4992,后滘村口站	805,谢村站 
4985,洪村站	805,谢村站 
4984,洪村站	805,谢村站 
4979,宏明路中站	805,谢村站 
4978,宏明路中站	805,谢村站 
4977,宏光路中站	805,谢村站 
4976,宏光路中站	805,谢村站 
4975,宏光路站	805,谢村站 
4974,宏光路站	805,谢村站 
4967,红星平安大道南站1	805,谢村站 
4965,红星工业路南站	805,谢村站 
4963,红星工业路北站	805,谢村站 
4957,红山站	805,谢村站 
4956,红山站	805,谢村站 
4945,横沥站	805,谢村站 
4944,横沥站	805,谢村站 
6606,江城路站	805,谢村站 
4936,横坑站	805,谢村站 
4935,横迳广场站	805,谢村站 
4916,鹤亭站	805,谢村站 
4914,鹤南站	805,谢村站 
6147,夏良路(高桥路口)站	805,谢村站 
6143,地铁菊树站总站	805,谢村站 
1162,逸景路西站	805,谢村站 
5117,华普村站	805,谢村站 
8087,南云一路站	805,谢村站 
8073,长安村口站	805,谢村站 
10300,星城站	805,谢村站 
10297,风神厂站	805,谢村站 
10221,蚌湖公园站	805,谢村站 
10164,岑村总站1	805,谢村站 
10058,星岛环北路(螺旋二路路口)站	805,谢村站 
10052,螺旋大道西站	805,谢村站 
6969,茶园市场站	805,谢村站 
6963,杨屋市场站	805,谢村站 
6958,纳海皮具园站	805,谢村站 
6948,杨屋村站	805,谢村站 
6933,润龙里站	805,谢村站 
6561,高普路高科路口站	805,谢村站 
9942,东平北路(横岗村口)站	805,谢村站 
6406,长平村总站	805,谢村站 
6069,来安二街站	805,谢村站 
6068,来安二街站	805,谢村站 
6058,坑头站	805,谢村站 
6057,坑头站	805,谢村站 
6056,坑田站	805,谢村站 
6055,坑田站	805,谢村站 
10289,赤坭汽车总站	805,谢村站 
10277,朝阳收费站	805,谢村站 
10275,庆丰收费站	805,谢村站 
10265,园坛岭路(地质调查院)总站	805,谢村站 
10263,云城西路萧岗地铁站	805,谢村站 
10261,龙溪西路站	805,谢村站 
7895,华峰路(红旗村)站	805,谢村站 
10232,东风村站	805,谢村站 
7874,勒竹旧村站	805,谢村站 
7872,东鹏大道总站	805,谢村站 
7869,勒竹旧村站	805,谢村站 
10223,蚌湖桥南站	805,谢村站 
10216,永泰新村口总站	805,谢村站 
7802,中二横路东站	805,谢村站 
7800,北三路南站	805,谢村站 
7779,双井村口站	805,谢村站 
7098,马洞村委	805,谢村站 
7068,石井大道(滘心村)	805,谢村站 
6905,开创大道(香雪八路路口)站	805,谢村站 
6849,粤溪大街站	805,谢村站 
6721,郭塘村站	805,谢村站 
6660,南村公园站	805,谢村站 
6599,井岗村口站	805,谢村站 
6591,南浦村总站	805,谢村站 
6584,井岗大道南街口站	805,谢村站 
6260,云城西路南站	805,谢村站 
6221,光谱中路站	805,谢村站 
6219,民航子弟学校站	805,谢村站 
6217,云苑新村站	805,谢村站 
6210,水西路北站	805,谢村站 
6209,水西路北站	805,谢村站 
6208,八十一中学站	805,谢村站 
6207,人人佳站	805,谢村站 
6205,齐富路东站	805,谢村站 
6203,夏良路(高桥路口)站	805,谢村站 
6167,碑记街口站	805,谢村站 
10139,平沙收费站	805,谢村站 
10130,香雪八路中站	805,谢村站 
10120,红旗路南站	805,谢村站 
10060,地铁官洲站总站	805,谢村站 
10054,生物岛水墨园站	805,谢村站 
10035,嘉禾地铁站总站	805,谢村站 
9873,蚌湖站	805,谢村站 
9782,人和商业中心总站	805,谢村站 
9914,龙溪大道西裕海路口站	805,谢村站 
1151,艺苑南路站	805,谢村站 
1150,艺苑南路站	805,谢村站 
1149,艺苑南路口站	805,谢村站 
1130,怡港花园站	805,谢村站 
3486,帽峰山(铜锣湾水库)总站	805,谢村站 
3484,茅坦村站	805,谢村站 
3483,茅岗站B	805,谢村站 
3481,茅岗站	805,谢村站 
3480,茅岗站	805,谢村站 
3479,茅岗新村总站	805,谢村站 
3478,茅岗市场站	805,谢村站 
3477,茅岗市场站	805,谢村站 
3475,茅岗路口站	805,谢村站 
3474,茅岗口站	805,谢村站 
3471,茅岗村站	805,谢村站 
3439,萝坎村站	805,谢村站 
3435,萝格路口站	805,谢村站 
3431,萝岗中心小学站	805,谢村站 
3403,萝峰村站	805,谢村站 
3397,罗溪总站	805,谢村站 
3394,罗汉塘站	805,谢村站 
3365,仑头路口站	805,谢村站 
3361,仑头公园站	805,谢村站 
3359,仑头村委会站	805,谢村站 
3346,鹿步新路站	805,谢村站 
3345,鹿步新路站	805,谢村站 
3344,鹿步球场站	805,谢村站 
3343,鹿步球场站	805,谢村站 
3342,鹿步牌坊站	805,谢村站 
3341,鹿步牌坊站	805,谢村站 
3340,鹿步剧场站	805,谢村站 
3339,鹿步剧场站	805,谢村站 
3338,鹿步大路站	805,谢村站 
3337,鹿步大路站	805,谢村站 
3336,鹿步大街站	805,谢村站 
3335,鹿步大街站	805,谢村站 
3333,鹿步(海警基地)总站	805,谢村站 
3332,陆祖庙站	805,谢村站 
3319,龙溪中路站	805,谢村站 
3315,龙溪西路站	805,谢村站 
3297,龙口西路中站	805,谢村站 
3296,龙口西路南站	805,谢村站 
5588,江人路口站	805,谢村站 
5476,吉山幼儿园站	805,谢村站 
5471,吉山新街西站	805,谢村站 
5470,吉山小学站	805,谢村站 
5467,吉山坑尾路站	805,谢村站 
5466,吉山坑尾路口站	805,谢村站 
5463,吉山村委站	805,谢村站 
5461,吉岐路站	805,谢村站 
5460,吉岐路站	805,谢村站 
5458,吉洞站	805,谢村站 
5449,姬棠商业街总站	805,谢村站 
5447,姬棠商业街站	805,谢村站 
5441,机务段路口站	805,谢村站 
5436,机电技工学校站	805,谢村站 
5432,机场路总站⑨	805,谢村站 
5431,机场路总站⑧	805,谢村站 
5423,机场路总站(11)	805,谢村站 
5409,火村路口站	805,谢村站 
5407,火村东总站	805,谢村站 
5406,火村东站	805,谢村站 
4616,冷冻厂站	805,谢村站 
4614,水口坊站	805,谢村站 
4613,水口坊站	805,谢村站 
4609,水电二局站	805,谢村站 
4607,双岗站B1	805,谢村站 
4605,双岗站	805,谢村站 
4604,双岗站	805,谢村站 
4603,双岗天桥站	805,谢村站 
4602,双岗天桥站	805,谢村站 
4595,双岗村口站	805,谢村站 
4582,市政务服务中心站	805,谢村站 
4580,市政路站	805,谢村站 
4567,市七十二中学站	805,谢村站 
4566,市煤矿公司站	805,谢村站 
4560,市九十一中站	805,谢村站 
4559,市九十一中站	805,谢村站 
4311,上屋站	805,谢村站 
4310,上屋站	805,谢村站 
4307,上涂屋西二街站	805,谢村站 
4296,上社站	805,谢村站 
4295,上社站	805,谢村站 
4294,上社牌坊总站	805,谢村站 
4293,上社口岗新大街站	805,谢村站 
4292,上社口岗新大街站	805,谢村站 
4291,上社口岗大街站	805,谢村站 
4290,上社口岗大街站	805,谢村站 
4289,上社东升大街站	805,谢村站 
4288,上社东升大街站	805,谢村站 
4287,上埔庄路口站	805,谢村站 
4286,上埔庄路口站	805,谢村站 
10691,黄鹤路(广州市残疾人体育运动中心)总站	805,谢村站 
10615,益群市场站	805,谢村站 
10467,瑞岭站	805,谢村站 
10454,花东汽车站	805,谢村站 
8502,夏茅工业区站	805,谢村站 
8313,岗埔街站	805,谢村站 
10162,江新路站	805,谢村站 
7798,金州新邨站	805,谢村站 
7797,长江路(广东省第二工人医院)总站	805,谢村站 
7578,蟹山西站	805,谢村站 
7550,潭村牌坊站	805,谢村站 
7538,元下田南路口站	805,谢村站 
7352,迎宾大道东站	805,谢村站 
7333,红珠路口站	805,谢村站 
7093,钟升东路站	805,谢村站 
10225,大麦庄站	805,谢村站 
6971,钻石花园站	805,谢村站 
6941,茶园市场站	805,谢村站 
6753,新和村站	805,谢村站 
3621,南岗西路南站	805,谢村站 
3620,南岗码头总站	805,谢村站 
3616,南岗沧头站	805,谢村站 
3610,南风庄站	805,谢村站 
9168,地铁龙溪站	805,谢村站 
9131,白江村站	805,谢村站 
9113,锦绣新天地站	805,谢村站 
9108,公汽总站	805,谢村站 
9106,岗丰村站	805,谢村站 
9104,永和中队站	805,谢村站 
10606,凤凰安置区站	805,谢村站 
10422,金联市场站	805,谢村站 
8653,天泰二路站	805,谢村站 
8651,莲花砚路站	805,谢村站 
10387,瑞边村站	805,谢村站 
8556,横沥北街口站	805,谢村站 
7651,员村五横路口站	805,谢村站 
7241,北太路柏塘村口站	805,谢村站 
7094,马沥村站	805,谢村站 
7052,朗头村站	805,谢村站 
6774,纲领村站	805,谢村站 
3857,平沙南街站	805,谢村站 
3856,平沙南街站	805,谢村站 
3854,平沙路口站	805,谢村站 
3853,平沙公园站	805,谢村站 
3852,平沙公园站	805,谢村站 
3850,平沙村站	805,谢村站 
3848,平沙(农贸市场)总站	805,谢村站 
3842,彭西大街站	805,谢村站 
3840,彭上东街站	805,谢村站 
9102,创星厂站	805,谢村站 
8732,花围	805,谢村站 
8539,兴太三路站	805,谢村站 
8489,高唐路站	805,谢村站 
8309,沧联二路站	805,谢村站 
8072,香山路站	805,谢村站 
9556,豪景花园站3	805,谢村站 
6879,粤溪南路口站	805,谢村站 
6818,上步大道站	805,谢村站 
4260,山下街站	805,谢村站 
3634,南海神庙站	805,谢村站 
10640,永和开发区总站	805,谢村站 
10632,莲塘村总站	805,谢村站 
9350,云祥路站	805,谢村站 
9173,地铁坦尾站	805,谢村站 
9165,海中村委站	805,谢村站 
9157,广州花卉博览站	805,谢村站 
10500,人爱医院站	805,谢村站 
10437,四联路口站	805,谢村站 
8093,南云二路南(海格产业园)站	805,谢村站 
10398,花都农校站	805,谢村站 
10381,瑞边村站	805,谢村站 
8009,石沥村口站	805,谢村站 
10322,水边村站	805,谢村站 
10306,风神厂站	805,谢村站 
10227,天健装饰材料城站	805,谢村站 
10213,罗岗市场站	805,谢村站 
10123,福龙路站	805,谢村站 
9933,陈家祠站3	805,谢村站 
6627,杨山村站	805,谢村站 
6617,石西路口站	805,谢村站 
3633,南海神庙站	805,谢村站 
10676,沙太南路总站	805,谢村站 
10623,益群村站	805,谢村站 
10600,区防疫站	805,谢村站 
10587,凤凰安置区站	805,谢村站 
10513,人爱医院站	805,谢村站 
10499,棠树小学站	805,谢村站 
10458,三粉厂站	805,谢村站 
10452,富力金港城站	805,谢村站 
9458,东圃客运站总站	805,谢村站 
10441,太平场汽车总站	805,谢村站 
10424,横潭市场站	805,谢村站 
10411,大沙坪站	805,谢村站 
9112,凯旋门站	805,谢村站 
10390,高新技术学校路口站	805,谢村站 
10386,芙蓉花园站	805,谢村站 
10678,珠村路站	805,谢村站 
8557,横沥中街口站	805,谢村站 
8341,九一村站	805,谢村站 
10320,民主村站	805,谢村站 
8193,凤尾村(佛公路)总站	805,谢村站 
10183,黄石路站2	805,谢村站 
10155,光宝路(光谱西路口)	805,谢村站 
10153,下沙站	805,谢村站 
10111,埔南路延长线中站	805,谢村站 
7554,槎潭路总站	805,谢村站 
7548,潭村（石槎路口）总站	805,谢村站 
7544,槎龙村生活区站	805,谢村站 
7115,长洲路口(黄埔军校)站	805,谢村站 
6769,红旗中心(博罗庄)站	805,谢村站 
6649,龙口西总站	805,谢村站 
9445,师大暨大站1	805,谢村站 
9324,永兴村路口站	805,谢村站 
9161,海中北路口站	805,谢村站 
9134,新好景站	805,谢村站 
5563,江海大道中(赤岗)总站	805,谢村站 
5559,江高新楼村总站	805,谢村站 
5553,江丰路口站	805,谢村站 
5549,江东村站	805,谢村站 
5548,江东村站	805,谢村站 
5546,江村墟站	805,谢村站 
5544,江村大桥北站	805,谢村站 
5542,江贝村站	805,谢村站 
5541,江贝村站	805,谢村站 
5540,江贝村运动场站	805,谢村站 
5539,江贝村运动场站	805,谢村站 
5532,建设二马路站	805,谢村站 
5518,嘉禾总站	805,谢村站 
5514,嘉禾站	805,谢村站 
5513,嘉禾地铁站总站2	805,谢村站 
5509,嘉禾八一科技园站	805,谢村站 
5503,加庄站	805,谢村站 
5502,加石路中站	805,谢村站 
5501,加石路中站	805,谢村站 
5500,加石路口站	805,谢村站 
5499,加石路口站	805,谢村站 
5498,加石路(七星岗路口)站	805,谢村站 
5497,加石路(七星岗路口)站	805,谢村站 
5496,加石路(罗岗村)站	805,谢村站 
5495,加石路(罗岗村)站	805,谢村站 
5491,集贤庄站	805,谢村站 
5478,吉山幼儿园站	805,谢村站 
10112,埔南路延长线中站	805,谢村站 
10109,天蕴路站	805,谢村站 
8188,新南村站	805,谢村站 
7458,长红小学站	805,谢村站 
6424,神舟路员工楼站	805,谢村站 
10094,高田街口站	805,谢村站 
10731,永盛路站	805,谢村站 
10725,竹山村站	805,谢村站 
10722,棠下路口站	805,谢村站 
10718,下佰坑村口站	805,谢村站 
10715,佛塱路口站	805,谢村站 
10712,庄埔路中站	805,谢村站 
10762,南岭工业区南路站	805,谢村站 
10759,南岭中路口站	805,谢村站 
10755,南岭桥头南街口站	805,谢村站 
10751,南岭工业区南路东站	805,谢村站 
10748,长湴工业一路站	805,谢村站 
10744,坑背工业街口站	805,谢村站 
10741,广东警官学院站	805,谢村站 
10738,永平八一路站	805,谢村站 
10794,申通物流站	805,谢村站 
10669,郭村小区站	805,谢村站 
10619,三华村口站	805,谢村站 
10602,雅居乐花园站	805,谢村站 
9167,广州花卉博览站	805,谢村站 
10469,新桥头站	805,谢村站 
10456,风门坳站	805,谢村站 
10451,保良村站	805,谢村站 
10405,花山第二工业区站	805,谢村站 
8342,花东市场站	805,谢村站 
8308,沧头桥站	805,谢村站 
8306,埔北路站	805,谢村站 
8299,诚联公园站	805,谢村站 
10280,东圃大马路北站	805,谢村站 
7971,南云五路东站	805,谢村站 
7225,寮采村口站	805,谢村站 
3588,南二路站	805,谢村站 
3565,南安村站	805,谢村站 
3564,南安村站	805,谢村站 
3563,沐陂路(彩釉砖厂)总站	805,谢村站 
10791,草庄村站	805,谢村站 
10790,草庄东路口站	805,谢村站 
10699,岗贝路东站	805,谢村站 
10696,江夏东一路站	805,谢村站 
9339,迳下村总站	805,谢村站 
9109,新塘职中站	805,谢村站 
9100,新庄二路(新安路口)站	805,谢村站 
10575,郭塘加油站	805,谢村站 
10542,安置北区站	805,谢村站 
10465,缠岗站	805,谢村站 
10392,旗岭站	805,谢村站 
8339,富华市场站	805,谢村站 
10410,正迳站	805,谢村站 
9454,萝岗镇站	805,谢村站 
10177,丽康居站	805,谢村站 
9651,新滘东路(龙潭村)总站	805,谢村站 
10159,蚌湖路站	805,谢村站 
7542,槎龙村生活区站	805,谢村站 
7537,元下田三路口站	805,谢村站 
10125,钟落潭总站	805,谢村站 
7045,瑶池大街站	805,谢村站 
6989,蚌湖镇	805,谢村站 
3558,木场站	805,谢村站 
3556,木材厂站	805,谢村站 
6760,广陈路站	805,谢村站 
4032,人和墟(万家福广场)总站	805,谢村站 
4031,人和新街站	805,谢村站 
4030,人和新街站	805,谢村站 
4029,人和三中站	805,谢村站 
4025,人和华成路口站	805,谢村站 
4023,人和二中站	805,谢村站 
4022,人和二中站	805,谢村站 
4021,人和大街站	805,谢村站 
4019,人和村站	805,谢村站 
4018,人和村站	805,谢村站 
4017,人和北后东街口站	805,谢村站 
4008,庆隆路口站	805,谢村站 
4005,庆丰一路站	805,谢村站 
3992,庆槎路(锦东服装城)站	805,谢村站 
3989,清湖村委站	805,谢村站 
3980,青年路中站	805,谢村站 
3979,青年路中站	805,谢村站 
3978,青年路西站	805,谢村站 
3977,青年路西站	805,谢村站 
3974,青年路口站	805,谢村站 
3973,青年路东站	805,谢村站 
3972,青年路东站	805,谢村站 
3959,桥中南路站	805,谢村站 
3954,桥西路口站	805,谢村站 
7033,秋鹿路站	805,谢村站 
3939,前进大街口站	805,谢村站 
3938,前进北街站	805,谢村站 
3937,前进北街站	805,谢村站 
3927,旗出村站	805,谢村站 
10687,鹤泰路东站	805,谢村站 
10671,骏业路西站	805,谢村站 
10618,旗新村站	805,谢村站 
10596,花都客运站	805,谢村站 
10541,罗汉塘新村站	805,谢村站 
10536,石角一队站	805,谢村站 
10523,罗汉塘新村站	805,谢村站 
10519,富利达橡胶厂站	805,谢村站 
10515,棠树小学站	805,谢村站 
10503,莲塘市场站	805,谢村站 
10448,吉星村站	805,谢村站 
10435,港头站	805,谢村站 
10420,莲塘市场站	805,谢村站 
10770,地糖街尾站	805,谢村站 
10769,坑背工业街口站	805,谢村站 
8518,环滘村路口站	805,谢村站 
10768,坑背工业街站	805,谢村站 
10767,长湴街站	805,谢村站 
10766,长湴工业一路站	805,谢村站 
8314,重岗村委站	805,谢村站 
8296,沧联北区站	805,谢村站 
10765,南岭工业区五横路口站	805,谢村站 
8289,生物研究院站	805,谢村站 
10764,南岭工业区八横路站	805,谢村站 
8280,广州科学城长安村总站	805,谢村站 
10763,南岭工业区南路东站	805,谢村站 
7640,万寿路站总站	805,谢村站 
7574,地铁文冲站	805,谢村站 
7172,矮岗村委站	805,谢村站 
6884,河边大道口站	805,谢村站 
10122,红旗路站	805,谢村站 
10108,天蕴路站	805,谢村站 
10368,万信达站	805,谢村站 
10689,鹤泰路西站	805,谢村站 
7454,长红小学站	805,谢村站 
7170,西成路站	805,谢村站 
7165,人和墟(万家福)站	805,谢村站 
6750,黎家塘村站	805,谢村站 
9929,田心友谊路站	805,谢村站 
3598,南方村委站	805,谢村站 
10776,龙塘路站	805,谢村站 
10771,武警广州指挥学院正门站	805,谢村站 
10760,南岭工业区中路站	805,谢村站 
10754,南岭工业区中路站	805,谢村站 
10749,南岭工业区五横路口站	805,谢村站 
10745,坑背工业街站	805,谢村站 
10739,永平八一路北站	805,谢村站 
10631,九太路站	805,谢村站 
10626,石溪东路站	805,谢村站 
10624,益群市场站	805,谢村站 
10609,洛场村委站	805,谢村站 
10517,园玄道观站	805,谢村站 
10461,缠岗站	805,谢村站 
10391,旗岭市场站	805,谢村站 
10370,花都农校站	805,谢村站 
10338,皮革城站	805,谢村站 
9159,海中北路中站	805,谢村站 
9135,顺欣花园站	805,谢村站 
10290,赤坭墟站	805,谢村站 
10688,鹤泰路中站	805,谢村站 
10647,瑶池西街口站	805,谢村站 
10634,九佛二中北门站	805,谢村站 
10611,望顶村站	805,谢村站 
10430,富力金港城站	805,谢村站 
10401,人才市场站	805,谢村站 
10385,万科兰侨圣菲花园站	805,谢村站 
10293,将军潭站	805,谢村站 
10282,东圃大马路站	805,谢村站 
